date,element,price_usd_per_kg,base_price,monthly_return
2023-04-01,Mo,39.76,40.0,-0.2973
2023-05-01,Mo,39.98,40.0,0.134
2023-06-01,Mo,40.86,40.0,0.5294
2023-07-01,Mo,41.3,40.0,-0.2286
2023-08-01,Mo,41.65,40.0,-0.1454
2023-09-01,Mo,41.98,40.0,-0.1763
2023-10-01,Mo,42.48,40.0,0.08
2023-11-01,Mo,41.72,40.0,-0.2066
2023-12-01,Mo,42.69,40.0,0.1407
2024-01-01,Mo,43.21,40.0,-0.1823
2024-02-01,Mo,43.3,40.0,0.3498
2024-03-01,Mo,43.09,40.0,-0.0559
2024-04-01,Mo,43.27,40.0,0.2702
2024-05-01,Mo,43.49,40.0,0.1096
2024-06-01,Mo,43.76,40.0,-0.0339
2024-07-01,Mo,43.92,40.0,-0.2884
2024-08-01,Mo,44.35,40.0,0.0268
2024-09-01,Mo,44.27,40.0,-0.1255
2024-10-01,Mo,44.45,40.0,0.5221
2024-11-01,Mo,44.47,40.0,-0.1844
2024-12-01,Mo,44.56,40.0,-0.1882
2014-01-01,V,30.42,30.0,0.0503
2014-02-01,V,30.33,30.0,-0.0589
2014-03-01,V,30.01,30.0,-0.2917
2014-04-01,V,30.18,30.0,-0.2934
2014-05-01,V,29.25,30.0,-0.2906
2014-06-01,V,28.83,30.0,0.3745
2014-07-01,V,28.59,30.0,0.2273
2014-08-01,V,28.81,30.0,0.3615
2014-09-01,V,29.83,30.0,-0.1204
2014-10-01,V,30.0,30.0,0.2743
2014-11-01,V,30.36,30.0,-0.0622
2014-12-01,V,29.59,30.0,-0.0647
2015-01-01,V,29.51,30.0,0.2478
2015-02-01,V,29.57,30.0,0.2941
2015-03-01,V,29.61,30.0,0.3261
2015-04-01,V,29.91,30.0,-0.3524
2015-05-01,V,29.52,30.0,-0.217
2015-06-01,V,29.51,30.0,0.6203
2015-07-01,V,29.33,30.0,0.0165
2015-08-01,V,28.8,30.0,-0.2842
2015-09-01,V,29.11,30.0,-0.205
2015-10-01,V,29.15,30.0,-0.2338
2015-11-01,V,28.84,30.0,-0.6906
2015-12-01,V,29.29,30.0,-0.1396
2016-01-01,V,29.48,30.0,-0.3279
2016-02-01,V,29.02,30.0,0.1618
2016-03-01,V,29.25,30.0,-0.0732
2016-04-01,V,29.9,30.0,-0.0383
2016-05-01,V,29.5,30.0,0.3603
2016-06-01,V,29.27,30.0,-0.3895
2016-07-01,V,28.72,30.0,0.1387
2016-08-01,V,27.97,30.0,0.1858
2016-09-01,V,27.57,30.0,0.026
2016-10-01,V,27.56,30.0,-0.4477
2016-11-01,V,27.68,30.0,-0.2777
2016-12-01,V,28.08,30.0,-0.056
2017-01-01,V,28.38,30.0,-0.0019
2017-02-01,V,29.02,30.0,0.0813
2017-03-01,V,29.46,30.0,-0.3256
2017-04-01,V,29.18,30.0,0.0136
2017-05-01,V,29.61,30.0,0.1615
2017-06-01,V,30.0,30.0,0.186
2017-07-01,V,29.38,30.0,-0.2409
2017-08-01,V,28.98,30.0,0.0306
2017-09-01,V,29.48,30.0,-0.6114
2017-10-01,V,29.38,30.0,-0.0294
2017-11-01,V,29.21,30.0,-0.3234
2017-12-01,V,29.58,30.0,0.0784
2018-01-01,V,28.9,30.0,-0.2829
2018-02-01,V,29.32,30.0,0.3248
2018-03-01,V,29.09,30.0,-0.0975
2018-04-01,V,29.06,30.0,-0.148
2018-05-01,V,29.08,30.0,-0.0071
2018-06-01,V,28.87,30.0,-0.2009
2018-07-01,V,28.86,30.0,0.0507
2018-08-01,V,29.24,30.0,0.6381
2018-09-01,V,29.26,30.0,-0.0598
2018-10-01,V,29.53,30.0,-0.058
2018-11-01,V,29.4,30.0,-0.2443
2018-12-01,V,30.04,30.0,-0.0974
2019-01-01,V,29.81,30.0,-0.0129
2019-02-01,V,29.69,30.0,-0.0433
2019-03-01,V,30.29,30.0,-0.1938
2019-04-01,V,30.7,30.0,0.0361
2019-05-01,V,30.75,30.0,0.0793
2019-06-01,V,30.51,30.0,0.2711
2019-07-01,V,30.24,30.0,-0.4252
2019-08-01,V,30.34,30.0,0.1494
2019-09-01,V,30.73,30.0,-0.23
2019-10-01,V,30.36,30.0,-0.0484
2019-11-01,V,30.4,30.0,0.3468
2019-12-01,V,30.64,30.0,-0.039
2020-01-01,V,30.76,30.0,-0.0936
2020-02-01,V,30.89,30.0,-0.0142
2020-03-01,V,30.95,30.0,-0.2131
2020-04-01,V,31.09,30.0,-0.2529
2020-05-01,V,31.02,30.0,0.1087
2020-06-01,V,31.38,30.0,-0.1407
2020-07-01,V,31.39,30.0,0.1023
2020-08-01,V,31.08,30.0,-0.5651
2020-09-01,V,30.83,30.0,-0.0416
2020-10-01,V,30.81,30.0,-0.3881
2020-11-01,V,31.09,30.0,-0.3463
2020-12-01,V,30.92,30.0,0.1375
2021-01-01,V,30.55,30.0,-0.0041
2021-02-01,V,30.0,30.0,-0.0837
2021-03-01,V,30.11,30.0,-0.0987
2021-04-01,V,30.0,30.0,0.1889
2021-05-01,V,30.25,30.0,0.032
2021-06-01,V,30.54,30.0,0.0109
2021-07-01,V,30.13,30.0,0.022
2021-08-01,V,30.44,30.0,-0.2182
2021-09-01,V,30.88,30.0,-0.3635
2021-10-01,V,30.57,30.0,-0.0154
2021-11-01,V,31.13,30.0,-0.3254
2021-12-01,V,30.47,30.0,-0.1634
2022-01-01,V,30.59,30.0,0.0802
2022-02-01,V,30.82,30.0,0.1876
2022-03-01,V,31.3,30.0,-0.341
2022-04-01,V,31.67,30.0,-0.1875
2022-05-01,V,31.55,30.0,-0.1556
2022-06-01,V,31.19,30.0,0.3512
2022-07-01,V,31.16,30.0,-0.3916
2022-08-01,V,31.21,30.0,-0.4557
2022-09-01,V,31.15,30.0,-0.2203
2022-10-01,V,31.0,30.0,0.3174
2022-11-01,V,30.99,30.0,0.2317
2022-12-01,V,30.49,30.0,-0.8048
2023-01-01,V,30.08,30.0,0.5195
2023-02-01,V,30.21,30.0,0.1903
2023-03-01,V,30.17,30.0,-0.1812
2023-04-01,V,29.96,30.0,0.1268
2023-05-01,V,29.29,30.0,0.1396
2023-06-01,V,29.49,30.0,-0.2295
2023-07-01,V,29.21,30.0,-0.1698
2023-08-01,V,29.74,30.0,-0.4048
2023-09-01,V,29.61,30.0,0.3519
2023-10-01,V,29.63,30.0,-0.7974
2023-11-01,V,30.21,30.0,-0.3333
2023-12-01,V,29.58,30.0,0.275
2024-01-01,V,29.39,30.0,0.1133
2024-02-01,V,28.84,30.0,-0.1718
2024-03-01,V,29.36,30.0,-0.1739
2024-04-01,V,29.16,30.0,0.24
2024-05-01,V,29.15,30.0,-0.1372
2024-06-01,V,29.03,30.0,-0.3146
2024-07-01,V,28.82,30.0,0.0846
2024-08-01,V,28.93,30.0,-0.1396
2024-09-01,V,29.4,30.0,-0.1075
2024-10-01,V,29.25,30.0,-0.2885
2024-11-01,V,29.45,30.0,-0.0048
2024-12-01,V,29.82,30.0,0.0049
2014-01-01,Mn,2.0,2.0,-0.0535
2014-02-01,Mn,1.96,2.0,0.1573
2014-03-01,Mn,1.97,2.0,0.0933
2014-04-01,Mn,1.95,2.0,-0.3406
2014-05-01,Mn,1.94,2.0,0.0655
2014-06-01,Mn,1.95,2.0,0.0892
2014-07-01,Mn,1.92,2.0,0.1789
2014-08-01,Mn,1.94,2.0,0.1419
2014-09-01,Mn,1.93,2.0,0.0329
2014-10-01,Mn,1.94,2.0,0.0188
2014-11-01,Mn,1.93,2.0,0.0753
2014-12-01,Mn,1.94,2.0,-0.0066
2015-01-01,Mn,1.94,2.0,0.1941
2015-02-01,Mn,1.93,2.0,-0.0215
2015-03-01,Mn,1.93,2.0,0.1709
2015-04-01,Mn,1.91,2.0,-0.3515
2015-05-01,Mn,1.89,2.0,0.1314
2015-06-01,Mn,1.87,2.0,-0.2081
2015-07-01,Mn,1.85,2.0,0.2212
2015-08-01,Mn,1.84,2.0,0.0872
2015-09-01,Mn,1.83,2.0,-0.192
2015-10-01,Mn,1.87,2.0,0.0061
2015-11-01,Mn,1.88,2.0,0.0005
2015-12-01,Mn,1.86,2.0,-0.2107
2016-01-01,Mn,1.81,2.0,0.1288
2016-02-01,Mn,1.8,2.0,0.3221
2016-03-01,Mn,1.8,2.0,-0.1272
2016-04-01,Mn,1.8,2.0,-0.2252
2016-05-01,Mn,1.82,2.0,-0.1133
2016-06-01,Mn,1.83,2.0,0.0804
2016-07-01,Mn,1.83,2.0,0.1054
2016-08-01,Mn,1.84,2.0,-0.2723
2016-09-01,Mn,1.85,2.0,0.3489
2016-10-01,Mn,1.85,2.0,-0.1333
2016-11-01,Mn,1.83,2.0,0.0175
2016-12-01,Mn,1.84,2.0,-0.2975
2017-01-01,Mn,1.94,2.0,0.1607
2017-02-01,Mn,1.93,2.0,0.1562
2017-03-01,Mn,1.89,2.0,-0.3636
2017-04-01,Mn,1.88,2.0,0.0221
2017-05-01,Mn,1.91,2.0,0.051
2017-06-01,Mn,1.93,2.0,0.3297
2017-07-01,Mn,1.93,2.0,0.1376
2017-08-01,Mn,1.97,2.0,0.0127
2017-09-01,Mn,1.98,2.0,0.1829
2017-10-01,Mn,1.99,2.0,0.046
2017-11-01,Mn,2.01,2.0,0.018
2017-12-01,Mn,2.03,2.0,-0.2822
2018-01-01,Mn,2.03,2.0,0.0259
2018-02-01,Mn,2.06,2.0,-0.2445
2018-03-01,Mn,2.04,2.0,0.1484
2018-04-01,Mn,2.06,2.0,-0.1872
2018-05-01,Mn,2.07,2.0,0.3078
2018-06-01,Mn,2.07,2.0,0.2021
2018-07-01,Mn,2.08,2.0,-0.0149
2018-08-01,Mn,2.11,2.0,0.2382
2018-09-01,Mn,2.1,2.0,0.2337
2018-10-01,Mn,2.09,2.0,-0.3406
2018-11-01,Mn,2.1,2.0,-0.0981
2018-12-01,Mn,2.1,2.0,0.0034
2019-01-01,Mn,2.08,2.0,0.1827
2019-02-01,Mn,2.08,2.0,-0.1671
2019-03-01,Mn,2.09,2.0,0.1616
2019-04-01,Mn,2.11,2.0,-0.2185
2019-05-01,Mn,2.12,2.0,0.0966
2019-06-01,Mn,2.15,2.0,-0.1243
2019-07-01,Mn,2.16,2.0,0.3548
2019-08-01,Mn,2.17,2.0,0.0711
2019-09-01,Mn,2.17,2.0,0.1371
2019-10-01,Mn,2.15,2.0,0.2286
2019-11-01,Mn,2.13,2.0,-0.0421
2019-12-01,Mn,2.12,2.0,-0.0636
2020-01-01,Mn,2.14,2.0,-0.2894
2020-02-01,Mn,2.13,2.0,0.0481
2020-03-01,Mn,2.15,2.0,-0.2641
2020-04-01,Mn,2.14,2.0,0.0459
2020-05-01,Mn,2.12,2.0,-0.0521
2020-06-01,Mn,2.13,2.0,-0.0311
2020-07-01,Mn,2.12,2.0,-0.0186
2020-08-01,Mn,2.13,2.0,-0.0174
2020-09-01,Mn,2.14,2.0,0.0458
2020-10-01,Mn,2.15,2.0,0.2873
2020-11-01,Mn,2.15,2.0,0.3011
2020-12-01,Mn,2.15,2.0,-0.1667
2021-01-01,Mn,2.16,2.0,-0.173
2021-02-01,Mn,2.14,2.0,0.0515
2021-03-01,Mn,2.16,2.0,0.2219
2021-04-01,Mn,2.15,2.0,0.2286
2021-05-01,Mn,2.15,2.0,0.0949
2021-06-01,Mn,2.16,2.0,-0.0244
2021-07-01,Mn,2.14,2.0,0.0643
2021-08-01,Mn,2.15,2.0,0.0742
2021-09-01,Mn,2.14,2.0,0.1785
2021-10-01,Mn,2.11,2.0,0.2543
2021-11-01,Mn,2.09,2.0,0.0337
2021-12-01,Mn,2.1,2.0,-0.066
2022-01-01,Mn,2.1,2.0,-0.102
2022-02-01,Mn,2.08,2.0,0.1266
2022-03-01,Mn,2.07,2.0,-0.0907
2022-04-01,Mn,2.05,2.0,0.0889
2022-05-01,Mn,2.03,2.0,-0.0965
2022-06-01,Mn,2.01,2.0,-0.1382
2022-07-01,Mn,1.98,2.0,0.075
2022-08-01,Mn,1.97,2.0,-0.3025
2022-09-01,Mn,1.97,2.0,-0.0926
2022-10-01,Mn,1.97,2.0,-0.0753
2022-11-01,Mn,1.98,2.0,-0.0481
2022-12-01,Mn,1.98,2.0,-0.3535
2023-01-01,Mn,1.97,2.0,0.0938
2023-02-01,Mn,1.98,2.0,0.1747
2023-03-01,Mn,2.0,2.0,0.1367
2023-04-01,Mn,2.01,2.0,0.0098
2023-05-01,Mn,1.95,2.0,-0.081
2023-06-01,Mn,1.95,2.0,0.1087
2023-07-01,Mn,1.95,2.0,0.1016
2023-08-01,Mn,1.92,2.0,-0.4388
2023-09-01,Mn,1.89,2.0,-0.107
2023-10-01,Mn,1.91,2.0,0.3817
2023-11-01,Mn,1.88,2.0,0.2563
2023-12-01,Mn,1.91,2.0,0.1619
2024-01-01,Mn,1.93,2.0,-0.0166
2024-02-01,Mn,1.92,2.0,0.0254
2024-03-01,Mn,1.93,2.0,0.1984
2024-04-01,Mn,1.91,2.0,-0.0713
2024-05-01,Mn,1.91,2.0,0.0214
2024-06-01,Mn,1.95,2.0,0.0495
2024-07-01,Mn,1.96,2.0,0.0215
2024-08-01,Mn,1.96,2.0,0.1149
2024-09-01,Mn,1.94,2.0,0.0389
2024-10-01,Mn,1.94,2.0,-0.1211
2024-11-01,Mn,1.96,2.0,-0.1793
2024-12-01,Mn,2.0,2.0,0.0004
2014-01-01,Zn,2.81,2.8,0.2047
2014-02-01,Zn,2.8,2.8,-0.1884
2014-03-01,Zn,2.8,2.8,-0.2286
2014-04-01,Zn,2.83,2.8,0.029
2014-05-01,Zn,2.81,2.8,-0.1703
2014-06-01,Zn,2.81,2.8,0.291
2014-07-01,Zn,2.76,2.8,0.1951
2014-08-01,Zn,2.74,2.8,0.1267
2014-09-01,Zn,2.75,2.8,-0.1901
2014-10-01,Zn,2.77,2.8,0.1216
2014-11-01,Zn,2.81,2.8,0.0447
2014-12-01,Zn,2.83,2.8,-0.2452
2015-01-01,Zn,2.84,2.8,-0.0469
2015-02-01,Zn,2.88,2.8,0.0909
2015-03-01,Zn,2.93,2.8,0.0316
2015-04-01,Zn,2.93,2.8,-0.2793
2015-05-01,Zn,2.91,2.8,-0.066
2015-06-01,Zn,2.92,2.8,-0.2319
2015-07-01,Zn,2.91,2.8,0.0886
2015-08-01,Zn,2.93,2.8,-0.1204
2015-09-01,Zn,2.92,2.8,0.094
2015-10-01,Zn,2.94,2.8,0.2109
2015-11-01,Zn,2.95,2.8,0.1206
2015-12-01,Zn,2.95,2.8,-0.1496
2016-01-01,Zn,2.91,2.8,0.0963
2016-02-01,Zn,2.91,2.8,0.0236
2016-03-01,Zn,2.89,2.8,0.0369
2016-04-01,Zn,2.9,2.8,-0.007
2016-05-01,Zn,2.87,2.8,-0.2266
2016-06-01,Zn,2.9,2.8,-0.0128
2016-07-01,Zn,2.9,2.8,0.0892
2016-08-01,Zn,2.88,2.8,-0.3218
2016-09-01,Zn,2.88,2.8,-0.4877
2016-10-01,Zn,2.82,2.8,-0.2596
2016-11-01,Zn,2.82,2.8,0.0274
2016-12-01,Zn,2.75,2.8,-0.2
2017-01-01,Zn,2.73,2.8,0.0601
2017-02-01,Zn,2.79,2.8,-0.0079
2017-03-01,Zn,2.82,2.8,-0.1741
2017-04-01,Zn,2.87,2.8,-0.2047
2017-05-01,Zn,2.89,2.8,-0.1472
2017-06-01,Zn,2.92,2.8,0.1172
2017-07-01,Zn,2.91,2.8,0.2764
2017-08-01,Zn,2.94,2.8,0.2481
2017-09-01,Zn,2.92,2.8,0.0841
2017-10-01,Zn,2.91,2.8,-0.1163
2017-11-01,Zn,2.95,2.8,0.0647
2017-12-01,Zn,2.94,2.8,-0.0312
2018-01-01,Zn,2.94,2.8,-0.0564
2018-02-01,Zn,2.88,2.8,0.0137
2018-03-01,Zn,2.89,2.8,0.2316
2018-04-01,Zn,2.86,2.8,-0.0166
2018-05-01,Zn,2.87,2.8,-0.2156
2018-06-01,Zn,2.86,2.8,0.2996
2018-07-01,Zn,2.84,2.8,-0.039
2018-08-01,Zn,2.79,2.8,0.046
2018-09-01,Zn,2.8,2.8,0.0544
2018-10-01,Zn,2.78,2.8,-0.3524
2018-11-01,Zn,2.75,2.8,-0.2306
2018-12-01,Zn,2.73,2.8,0.0079
2019-01-01,Zn,2.7,2.8,0.0629
2019-02-01,Zn,2.71,2.8,0.2195
2019-03-01,Zn,2.74,2.8,-0.0533
2019-04-01,Zn,2.76,2.8,0.027
2019-05-01,Zn,2.74,2.8,0.4108
2019-06-01,Zn,2.77,2.8,-0.0415
2019-07-01,Zn,2.76,2.8,0.1644
2019-08-01,Zn,2.75,2.8,-0.2885
2019-09-01,Zn,2.72,2.8,0.0495
2019-10-01,Zn,2.74,2.8,-0.2242
2019-11-01,Zn,2.78,2.8,0.0752
2019-12-01,Zn,2.78,2.8,0.1984
2020-01-01,Zn,2.83,2.8,-0.1179
2020-02-01,Zn,2.82,2.8,-0.1064
2020-03-01,Zn,2.83,2.8,-0.059
2020-04-01,Zn,2.8,2.8,-0.0421
2020-05-01,Zn,2.77,2.8,-0.2277
2020-06-01,Zn,2.74,2.8,-0.1541
2020-07-01,Zn,2.74,2.8,-0.0423
2020-08-01,Zn,2.72,2.8,0.0512
2020-09-01,Zn,2.73,2.8,0.0813
2020-10-01,Zn,2.7,2.8,-0.1595
2020-11-01,Zn,2.69,2.8,0.0633
2020-12-01,Zn,2.67,2.8,0.0829
2021-01-01,Zn,2.68,2.8,0.0276
2021-02-01,Zn,2.67,2.8,-0.372
2021-03-01,Zn,2.62,2.8,0.1505
2021-04-01,Zn,2.62,2.8,0.2036
2021-05-01,Zn,2.59,2.8,0.0699
2021-06-01,Zn,2.65,2.8,-0.0057
2021-07-01,Zn,2.61,2.8,0.5266
2021-08-01,Zn,2.64,2.8,0.0413
2021-09-01,Zn,2.66,2.8,-0.3519
2021-10-01,Zn,2.68,2.8,-0.0712
2021-11-01,Zn,2.65,2.8,0.0516
2021-12-01,Zn,2.68,2.8,-0.0216
2022-01-01,Zn,2.62,2.8,0.0118
2022-02-01,Zn,2.58,2.8,-0.048
2022-03-01,Zn,2.55,2.8,-0.1834
2022-04-01,Zn,2.54,2.8,-0.0214
2022-05-01,Zn,2.56,2.8,-0.2261
2022-06-01,Zn,2.6,2.8,0.0002
2022-07-01,Zn,2.62,2.8,0.062
2022-08-01,Zn,2.61,2.8,0.4518
2022-09-01,Zn,2.57,2.8,-0.1112
2022-10-01,Zn,2.61,2.8,-0.1092
2022-11-01,Zn,2.62,2.8,0.1111
2022-12-01,Zn,2.59,2.8,0.1198
2023-01-01,Zn,2.61,2.8,0.0154
2023-02-01,Zn,2.6,2.8,0.177
2023-03-01,Zn,2.59,2.8,0.0481
2023-04-01,Zn,2.62,2.8,0.239
2023-05-01,Zn,2.65,2.8,-0.0316
2023-06-01,Zn,2.67,2.8,-0.134
2023-07-01,Zn,2.67,2.8,-0.2717
2023-08-01,Zn,2.64,2.8,0.325
2023-09-01,Zn,2.66,2.8,-0.0424
2023-10-01,Zn,2.7,2.8,-0.3029
2023-11-01,Zn,2.69,2.8,0.1738
2023-12-01,Zn,2.68,2.8,-0.0731
2024-01-01,Zn,2.66,2.8,0.0215
2024-02-01,Zn,2.67,2.8,0.2799
2024-03-01,Zn,2.64,2.8,-0.0343
2024-04-01,Zn,2.65,2.8,-0.3538
2024-05-01,Zn,2.68,2.8,-0.353
2024-06-01,Zn,2.7,2.8,-0.3679
2024-07-01,Zn,2.71,2.8,0.1083
2024-08-01,Zn,2.71,2.8,0.4108
2024-09-01,Zn,2.73,2.8,-0.2135
2024-10-01,Zn,2.71,2.8,-0.081
2024-11-01,Zn,2.71,2.8,0.1435
2024-12-01,Zn,2.74,2.8,-0.207
2014-01-01,Sn,25.06,25.0,-0.0796
2014-02-01,Sn,25.58,25.0,0.0199
2014-03-01,Sn,25.44,25.0,0.1964
2014-04-01,Sn,25.68,25.0,0.1424
2014-05-01,Sn,25.44,25.0,-0.2562
2014-06-01,Sn,25.59,25.0,-0.016
2014-07-01,Sn,25.29,25.0,-0.0018
2014-08-01,Sn,25.07,25.0,0.1356
2014-09-01,Sn,25.41,25.0,-0.1574
2014-10-01,Sn,25.7,25.0,0.1701
2014-11-01,Sn,25.65,25.0,0.0179
2014-12-01,Sn,25.17,25.0,0.4488
2015-01-01,Sn,25.25,25.0,0.3309
2015-02-01,Sn,25.22,25.0,0.1649
2015-03-01,Sn,25.02,25.0,0.0103
2015-04-01,Sn,24.9,25.0,0.083
2015-05-01,Sn,24.92,25.0,0.181
2015-06-01,Sn,24.98,25.0,0.0417
2015-07-01,Sn,24.82,25.0,-0.0804
2015-08-01,Sn,24.58,25.0,0.1177
2015-09-01,Sn,24.59,25.0,-0.3288
2015-10-01,Sn,24.32,25.0,-0.1074
2015-11-01,Sn,24.37,25.0,0.0794
2015-12-01,Sn,23.79,25.0,-0.3254
2016-01-01,Sn,23.61,25.0,0.15
2016-02-01,Sn,23.78,25.0,-0.2681
2016-03-01,Sn,23.86,25.0,0.1286
2016-04-01,Sn,24.21,25.0,0.1938
2016-05-01,Sn,23.88,25.0,0.0171
2016-06-01,Sn,24.0,25.0,0.1759
2016-07-01,Sn,24.42,25.0,0.3085
2016-08-01,Sn,24.68,25.0,0.1415
2016-09-01,Sn,24.54,25.0,0.3428
2016-10-01,Sn,24.21,25.0,-0.1078
2016-11-01,Sn,24.16,25.0,-0.0675
2016-12-01,Sn,24.12,25.0,0.0853
2017-01-01,Sn,24.44,25.0,0.1944
2017-02-01,Sn,24.52,25.0,0.2458
2017-03-01,Sn,24.49,25.0,-0.3309
2017-04-01,Sn,24.31,25.0,-0.0335
2017-05-01,Sn,24.17,25.0,-0.0824
2017-06-01,Sn,24.4,25.0,-0.0972
2017-07-01,Sn,24.89,25.0,-0.0798
2017-08-01,Sn,25.01,25.0,-0.2306
2017-09-01,Sn,25.14,25.0,-0.2515
2017-10-01,Sn,25.64,25.0,-0.0197
2017-11-01,Sn,25.38,25.0,-0.2077
2017-12-01,Sn,25.58,25.0,0.2462
2018-01-01,Sn,25.52,25.0,0.1097
2018-02-01,Sn,25.63,25.0,-0.0621
2018-03-01,Sn,24.92,25.0,-0.0484
2018-04-01,Sn,25.02,25.0,-0.1519
2018-05-01,Sn,24.94,25.0,-0.1726
2018-06-01,Sn,25.04,25.0,-0.0232
2018-07-01,Sn,24.85,25.0,-0.1191
2018-08-01,Sn,24.76,25.0,-0.1349
2018-09-01,Sn,24.61,25.0,0.056
2018-10-01,Sn,24.65,25.0,-0.2443
2018-11-01,Sn,24.58,25.0,0.4989
2018-12-01,Sn,24.19,25.0,0.158
2019-01-01,Sn,24.28,25.0,-0.0657
2019-02-01,Sn,24.28,25.0,0.1036
2019-03-01,Sn,24.31,25.0,0.109
2019-04-01,Sn,24.27,25.0,0.2858
2019-05-01,Sn,25.17,25.0,-0.208
2019-06-01,Sn,25.91,25.0,-0.0637
2019-07-01,Sn,25.84,25.0,0.2554
2019-08-01,Sn,25.99,25.0,-0.1696
2019-09-01,Sn,25.58,25.0,0.0476
2019-10-01,Sn,25.31,25.0,-0.0142
2019-11-01,Sn,25.19,25.0,0.1794
2019-12-01,Sn,25.56,25.0,0.1286
2020-01-01,Sn,25.17,25.0,-0.1697
2020-02-01,Sn,25.5,25.0,0.1601
2020-03-01,Sn,25.35,25.0,0.299
2020-04-01,Sn,25.5,25.0,-0.1985
2020-05-01,Sn,25.26,25.0,-0.0826
2020-06-01,Sn,25.16,25.0,0.5925
2020-07-01,Sn,25.33,25.0,-0.0086
2020-08-01,Sn,25.43,25.0,-0.5263
2020-09-01,Sn,25.39,25.0,0.0323
2020-10-01,Sn,25.57,25.0,0.0242
2020-11-01,Sn,25.1,25.0,0.1091
2020-12-01,Sn,25.02,25.0,-0.0824
2021-01-01,Sn,25.39,25.0,-0.3378
2021-02-01,Sn,24.94,25.0,-0.2944
2021-03-01,Sn,25.0,25.0,0.2136
2021-04-01,Sn,24.48,25.0,-0.4111
2021-05-01,Sn,24.49,25.0,0.2686
2021-06-01,Sn,24.3,25.0,-0.0087
2021-07-01,Sn,24.39,25.0,0.2772
2021-08-01,Sn,24.18,25.0,-0.1525
2021-09-01,Sn,23.76,25.0,0.0875
2021-10-01,Sn,23.44,25.0,-0.2407
2021-11-01,Sn,23.27,25.0,0.1471
2021-12-01,Sn,23.36,25.0,-0.2903
2022-01-01,Sn,23.35,25.0,0.2142
2022-02-01,Sn,23.36,25.0,-0.1799
2022-03-01,Sn,23.45,25.0,0.1315
2022-04-01,Sn,23.35,25.0,0.1077
2022-05-01,Sn,23.77,25.0,0.0791
2022-06-01,Sn,24.14,25.0,0.0853
2022-07-01,Sn,23.95,25.0,0.171
2022-08-01,Sn,23.92,25.0,-0.1582
2022-09-01,Sn,24.44,25.0,0.1748
2022-10-01,Sn,23.96,25.0,0.3082
2022-11-01,Sn,23.94,25.0,0.2238
2022-12-01,Sn,23.77,25.0,-0.046
2023-01-01,Sn,23.98,25.0,-0.125
2023-02-01,Sn,23.58,25.0,0.1605
2023-03-01,Sn,23.43,25.0,-0.3506
2023-04-01,Sn,23.34,25.0,-0.2404
2023-05-01,Sn,23.37,25.0,0.2975
2023-06-01,Sn,22.99,25.0,-0.1486
2023-07-01,Sn,22.68,25.0,-0.1678
2023-08-01,Sn,22.39,25.0,0.2059
2023-09-01,Sn,22.38,25.0,-0.187
2023-10-01,Sn,22.81,25.0,-0.0737
2023-11-01,Sn,23.23,25.0,0.08
2023-12-01,Sn,22.86,25.0,0.2211
2024-01-01,Sn,22.79,25.0,-0.4238
2024-02-01,Sn,22.76,25.0,0.0602
2024-03-01,Sn,22.78,25.0,-0.2941
2024-04-01,Sn,22.63,25.0,-0.2082
2024-05-01,Sn,22.5,25.0,-0.0824
2024-06-01,Sn,22.59,25.0,-0.0125
2024-07-01,Sn,22.62,25.0,-0.1463
2024-08-01,Sn,22.91,25.0,0.3315
2024-09-01,Sn,22.55,25.0,0.1673
2024-10-01,Sn,22.9,25.0,-0.1857
2024-11-01,Sn,23.58,25.0,0.0131
2024-12-01,Sn,24.01,25.0,-0.1646
2014-01-01,Pb,2.13,2.1,-0.097
2014-02-01,Pb,2.14,2.1,0.0929
2014-03-01,Pb,2.12,2.1,-0.1006
2014-04-01,Pb,2.12,2.1,0.0208
2014-05-01,Pb,2.13,2.1,0.2968
2014-06-01,Pb,2.13,2.1,-0.1798
2014-07-01,Pb,2.12,2.1,0.0252
2014-08-01,Pb,2.13,2.1,0.0257
2014-09-01,Pb,2.11,2.1,0.0652
2014-10-01,Pb,2.13,2.1,-0.2353
2014-11-01,Pb,2.12,2.1,-0.0367
2014-12-01,Pb,2.11,2.1,-0.0426
2015-01-01,Pb,2.12,2.1,0.0047
2015-02-01,Pb,2.11,2.1,-0.007
2015-03-01,Pb,2.1,2.1,-0.0467
2015-04-01,Pb,2.1,2.1,0.1493
2015-05-01,Pb,2.11,2.1,0.0156
2015-06-01,Pb,2.13,2.1,-0.1904
2015-07-01,Pb,2.11,2.1,0.1888
2015-08-01,Pb,2.1,2.1,0.0997
2015-09-01,Pb,2.12,2.1,0.1133
2015-10-01,Pb,2.13,2.1,0.125
2015-11-01,Pb,2.14,2.1,0.107
2015-12-01,Pb,2.15,2.1,0.0569
2016-01-01,Pb,2.13,2.1,0.0406
2016-02-01,Pb,2.12,2.1,-0.1511
2016-03-01,Pb,2.12,2.1,-0.0523
2016-04-01,Pb,2.12,2.1,-0.2793
2016-05-01,Pb,2.12,2.1,0.2353
2016-06-01,Pb,2.12,2.1,-0.064
2016-07-01,Pb,2.11,2.1,0.125
2016-08-01,Pb,2.11,2.1,0.2188
2016-09-01,Pb,2.13,2.1,0.0313
2016-10-01,Pb,2.14,2.1,0.0273
2016-11-01,Pb,2.13,2.1,-0.2336
