bridge_id,bridge_type,material,year_built,age_years,design_life_years,location,corrosion_environment,corrosion_rate_mm_yr,condition_rating,structurally_deficient,adt,deck_area_sqft,tensile_strength_MPa,yield_strength_MPa,paris_C,paris_m,original_thickness_mm,remaining_thickness_mm,fatigue_cycles_millions,replacement_cost_M,loan_outstanding_M,last_inspection_date,insurance_premium_K_yr
BR-02379,Local Road,Timber,1980,44,75,Coastal California,Moderate,0.0709,7,0,3748,2547.0,8,5,0.0,0.0,30.7,27.6,60.2,0.86,0.39,2020-07-21,14.0
BR-02380,Local Road,Stainless Steel 316L,2001,23,100,Urban Northeast,Moderate,0.0108,9,0,1418,1188.0,515,205,3.1e-12,3.2,11.9,11.7,11.9,0.4,0.12,2023-11-16,8.5
BR-02381,Interstate,Steel (A514 HY),1963,61,100,Coastal Carolina,Severe,0.0896,5,0,8024,1183.0,760,690,4.5e-12,3.2,21.7,16.2,178.7,0.31,0.18,2021-03-13,5.0
BR-02382,Highway,Reinforced Concrete,1985,39,50,Coastal Texas,Severe,0.0296,8,0,61234,7122.0,25,20,0.0,0.0,55.1,53.9,871.7,1.27,0.41,2020-09-03,22.5
BR-02383,Railroad,FRP Composite,1990,34,100,Desert Southwest,Mild,0.0077,9,0,63,2502.0,600,500,0.0,0.0,30.7,30.4,39.1,0.93,0.34,2022-05-19,12.5
BR-02384,Pedestrian,Reinforced Concrete,1983,41,75,Desert Southwest,Mild,0.0137,9,0,9927,898.0,25,20,0.0,0.0,48.4,47.8,14.9,0.22,0.15,2022-05-08,2.1
BR-02385,Local Road,Prestressed Concrete,1990,34,75,Coastal Texas,Severe,0.0328,7,0,3474,4641.0,35,28,0.0,0.0,42.6,41.4,43.1,1.42,0.49,2022-09-14,13.1
BR-02386,Highway,Reinforced Concrete,2009,15,100,Industrial Michigan,Moderate,0.0301,9,0,35798,476.0,25,20,0.0,0.0,55.2,54.8,196.0,0.15,0.11,2020-12-13,3.1
BR-02387,Interstate,Stainless Steel 316L,1939,85,100,Pacific Northwest,Mild,0.0083,8,0,7406,1593.0,515,205,3.1e-12,3.2,10.5,9.8,229.8,0.26,0.14,2022-04-02,2.4
BR-02388,Interstate,Steel (A588 Weathering),1965,59,100,Urban West,Mild,0.0206,8,0,22056,5740.0,485,345,5.2e-12,2.8,12.9,11.7,475.0,1.54,0.89,2023-01-01,36.3
BR-02389,Local Road,Prestressed Concrete,2005,19,100,Coastal California,Moderate,0.0554,8,0,1347,4146.0,35,28,0.0,0.0,69.0,68.0,9.3,1.52,1.05,2022-04-11,33.1
BR-02390,Railroad,Steel (A588 Weathering),1988,36,75,Coastal Florida,Severe,0.063,7,0,85,1112.0,485,345,5.2e-12,2.8,17.8,15.5,55.8,0.24,0.15,2020-01-24,4.2
BR-02391,Highway,Steel (A36),1966,58,60,Urban Midwest,Moderate,0.0314,8,0,26082,476.0,450,250,6.9e-12,3.0,15.4,13.6,552.2,0.18,0.14,2022-12-04,4.4
BR-02392,Railroad,Steel (A588 Weathering),1952,72,75,Rural Midwest,Mild,0.0163,8,0,74,1301.0,485,345,5.2e-12,2.8,20.8,19.7,97.2,0.29,0.21,2021-08-01,6.9
BR-02393,Pedestrian,Prestressed Concrete,1971,53,75,Rural Midwest,Mild,0.0123,8,0,3258,445.0,35,28,0.0,0.0,43.1,42.5,6.3,0.16,0.06,2022-12-07,2.2
BR-02394,Pedestrian,Timber,1990,34,50,Industrial Ohio,Moderate,0.0601,7,0,11135,2511.0,8,5,0.0,0.0,36.6,34.6,13.8,0.75,0.53,2023-08-24,16.1
BR-02395,Interstate,Steel (A36),1952,72,75,Coastal Carolina,Severe,0.0851,3,1,34631,602.0,450,250,6.9e-12,3.0,11.3,5.2,910.1,0.22,0.18,2021-05-16,5.1
BR-02396,Highway,Steel (A36),1996,28,75,Coastal California,Moderate,0.052,8,0,60470,8654.0,450,250,6.9e-12,3.0,24.0,22.5,618.0,3.0,1.59,2021-06-20,70.2
BR-02397,Interstate,Steel (A36),1955,69,100,Coastal Carolina,Severe,0.1046,3,1,28959,598.0,450,250,6.9e-12,3.0,19.5,12.3,729.3,0.16,0.06,2020-11-26,2.6
BR-02398,Interstate,Steel (A514 HY),1969,55,75,Urban Northeast,Moderate,0.0384,8,0,25269,5357.0,760,690,4.5e-12,3.2,20.6,18.5,507.3,1.96,0.69,2022-08-10,45.5
BR-02399,Railroad,Steel (A36),1983,41,50,Industrial Ohio,Moderate,0.0751,6,0,16,2147.0,450,250,6.9e-12,3.0,11.3,8.2,12.0,0.76,0.42,2020-02-15,8.2
BR-02400,Pedestrian,Composite Steel-Concrete,1973,51,50,Industrial Michigan,Moderate,0.0653,7,0,6445,1585.0,400,230,6.5e-12,3.0,52.8,49.5,12.0,0.52,0.19,2023-01-21,11.1
BR-02401,Interstate,Timber,1980,44,75,Coastal California,Moderate,0.0639,7,0,111862,415.0,8,5,0.0,0.0,20.7,17.8,1796.5,0.07,0.05,2021-12-10,1.3
BR-02402,Local Road,Composite Steel-Concrete,1927,97,100,Pacific Northwest,Mild,0.0491,5,0,4106,3615.0,400,230,6.5e-12,3.0,64.5,59.7,145.4,0.78,0.59,2021-09-03,16.3
BR-02403,Local Road,Reinforced Concrete,1966,58,60,Rural South,Mild,0.0253,8,0,4410,1411.0,25,20,0.0,0.0,43.8,42.4,93.4,0.46,0.14,2023-10-19,6.2
BR-02404,Interstate,Reinforced Concrete,1975,49,75,Urban Midwest,Moderate,0.03,7,0,52065,1471.0,25,20,0.0,0.0,54.5,53.1,931.2,0.59,0.2,2023-10-07,14.0
BR-02405,Highway,Steel (A514 HY),2008,16,75,Urban West,Mild,0.0525,9,0,19211,557.0,760,690,4.5e-12,3.2,12.3,11.4,112.2,0.17,0.08,2022-10-15,4.3
BR-02406,Local Road,Steel (A36),1973,51,100,Rural Mountain,Mild,0.03,8,0,595,1167.0,450,250,6.9e-12,3.0,18.3,16.8,11.1,0.31,0.13,2022-03-18,5.7
BR-02407,Highway,Timber,1988,36,75,Desert Southwest,Mild,0.0236,9,0,19797,811.0,8,5,0.0,0.0,30.1,29.2,260.1,0.17,0.07,2021-09-09,2.6
BR-02408,Highway,Cast Iron,1954,70,75,Coastal California,Moderate,0.0345,7,0,15053,930.0,200,130,1.2e-11,3.8,23.1,20.7,384.6,0.35,0.24,2023-12-03,5.1
BR-02409,Highway,Prestressed Concrete,1985,39,100,Industrial Michigan,Moderate,0.0448,7,0,7434,5724.0,35,28,0.0,0.0,60.6,58.8,105.8,1.55,1.16,2020-05-07,17.3
BR-02410,Pedestrian,Reinforced Concrete,1990,34,75,Industrial New Jersey,Moderate,0.0269,8,0,14722,786.0,25,20,0.0,0.0,45.6,44.7,18.3,0.16,0.11,2021-06-05,1.4
BR-02411,Interstate,Steel (A588 Weathering),1946,78,75,Industrial New Jersey,Moderate,0.0392,7,0,38859,842.0,485,345,5.2e-12,2.8,12.8,9.7,1106.3,0.16,0.12,2022-05-06,1.8
BR-02412,Highway,Composite Steel-Concrete,1995,29,100,Pacific Northwest,Mild,0.0372,8,0,10758,3866.0,400,230,6.5e-12,3.0,51.3,50.2,113.9,1.41,1.09,2023-01-18,34.3
BR-02413,Railroad,Prestressed Concrete,1973,51,75,Coastal Texas,Severe,0.0417,7,0,11,7808.0,35,28,0.0,0.0,49.1,47.0,10.2,1.2,0.67,2021-10-27,14.3
BR-02414,Pedestrian,FRP Composite,1979,45,50,Pacific Northwest,Mild,0.015,9,0,13100,6262.0,600,500,0.0,0.0,37.6,36.9,21.5,2.02,1.44,2020-10-23,22.1
BR-02415,Highway,Prestressed Concrete,1988,36,60,Coastal Carolina,Severe,0.0387,8,0,26702,2001.0,35,28,0.0,0.0,43.4,42.0,350.9,0.54,0.32,2021-11-22,4.8
BR-02416,Highway,Steel (A514 HY),1966,58,50,Coastal Florida,Severe,0.0994,4,1,23044,2963.0,760,690,4.5e-12,3.2,21.2,15.4,487.8,0.89,0.44,2021-06-03,14.6
BR-02417,Interstate,Steel (A36),1987,37,75,Rural South,Mild,0.041,7,0,39749,1165.0,450,250,6.9e-12,3.0,17.0,15.5,536.8,0.34,0.11,2022-11-13,4.8
BR-02418,Highway,Steel (A588 Weathering),1961,63,75,Coastal California,Moderate,0.0407,7,0,14826,1989.0,485,345,5.2e-12,2.8,18.0,15.4,340.9,0.64,0.44,2020-06-03,10.5
BR-02419,Local Road,Timber,2023,1,60,Pacific Northwest,Mild,0.0209,9,0,881,675.0,8,5,0.0,0.0,39.4,39.4,0.3,0.27,0.11,2020-10-18,6.6
BR-02420,Highway,Steel (A36),1953,71,100,Rural Midwest,Mild,0.0222,9,0,15873,2660.0,450,250,6.9e-12,3.0,14.1,12.5,411.3,0.65,0.25,2022-03-13,10.2
BR-02421,Highway,Reinforced Concrete,1971,53,100,Coastal Carolina,Severe,0.0521,7,0,162645,1669.0,25,20,0.0,0.0,46.9,44.1,3146.4,0.58,0.22,2021-03-24,9.8
BR-02422,Highway,Steel (A36),1974,50,100,Coastal Texas,Severe,0.0794,6,0,13846,1721.0,450,250,6.9e-12,3.0,10.0,6.1,252.7,0.3,0.21,2020-08-05,3.8
BR-02423,Pedestrian,Prestressed Concrete,1960,64,75,Urban Midwest,Moderate,0.0271,8,0,10287,8566.0,35,28,0.0,0.0,53.0,51.3,24.0,1.68,1.19,2023-01-10,37.9
BR-02424,Highway,Prestressed Concrete,1967,57,60,Pacific Northwest,Mild,0.0198,8,0,7203,1949.0,35,28,0.0,0.0,62.7,61.6,149.9,0.37,0.27,2022-10-04,3.1
BR-02425,Highway,Reinforced Concrete,1963,61,60,Coastal California,Moderate,0.0304,8,0,14323,11868.0,25,20,0.0,0.0,69.1,67.3,318.9,3.34,2.18,2023-04-04,30.4
BR-02426,Highway,Steel (A588 Weathering),2009,15,75,Industrial New Jersey,Moderate,0.0222,9,0,20064,2490.0,485,345,5.2e-12,2.8,14.8,14.4,109.9,0.84,0.6,2020-11-14,13.0
BR-02427,Highway,Composite Steel-Concrete,1973,51,60,Desert Southwest,Mild,0.0293,8,0,47482,2188.0,400,230,6.5e-12,3.0,59.0,57.5,883.9,0.76,0.23,2020-05-26,18.6
BR-02428,Interstate,Steel (A588 Weathering),2001,23,75,Desert Southwest,Mild,0.0126,9,0,25513,3329.0,485,345,5.2e-12,2.8,16.6,16.3,214.2,1.0,0.45,2022-01-11,16.1
BR-02429,Railroad,Composite Steel-Concrete,1988,36,100,Urban Northeast,Moderate,0.0879,7,0,69,3703.0,400,230,6.5e-12,3.0,57.0,53.8,45.3,1.02,0.79,2020-04-17,8.4
BR-02430,Interstate,Steel (A588 Weathering),1987,37,60,Industrial New Jersey,Moderate,0.0338,8,0,61839,269.0,485,345,5.2e-12,2.8,18.2,16.9,835.1,0.09,0.06,2021-11-19,1.9
BR-02431,Interstate,Steel (A36),1994,30,100,Rural South,Mild,0.05,8,0,19597,1563.0,450,250,6.9e-12,3.0,20.6,19.1,214.6,0.29,0.15,2023-06-26,4.5
BR-02432,Interstate,Steel (A588 Weathering),1983,41,75,Urban Northeast,Moderate,0.0366,9,0,20531,1639.0,485,345,5.2e-12,2.8,19.8,18.3,307.2,0.27,0.08,2020-04-07,3.5
BR-02433,Local Road,Steel (A36),1993,31,60,Urban Northeast,Moderate,0.073,7,0,886,1146.0,450,250,6.9e-12,3.0,20.8,18.5,10.0,0.18,0.06,2021-09-24,4.2
BR-02434,Interstate,Steel (A588 Weathering),1996,28,60,Rural Midwest,Mild,0.0126,8,0,6193,3327.0,485,345,5.2e-12,2.8,13.5,13.2,63.3,0.63,0.23,2023-07-20,9.1
BR-02435,Interstate,Prestressed Concrete,1977,47,50,Rural Midwest,Mild,0.0116,9,0,18140,2597.0,35,28,0.0,0.0,46.0,45.4,311.2,0.41,0.14,2023-06-23,6.6
BR-02436,Highway,Reinforced Concrete,1999,25,75,Urban Midwest,Moderate,0.0339,8,0,81554,1223.0,25,20,0.0,0.0,69.7,68.9,744.2,0.4,0.2,2021-02-21,5.1
BR-02437,Local Road,Prestressed Concrete,1963,61,60,Coastal Carolina,Severe,0.0343,7,0,3308,1286.0,35,28,0.0,0.0,63.2,61.1,73.7,0.42,0.17,2020-05-11,9.3
BR-02438,Highway,Steel (A514 HY),2000,24,100,Industrial Ohio,Moderate,0.0477,8,0,25196,3602.0,760,690,4.5e-12,3.2,20.7,19.6,220.7,1.33,0.62,2020-06-09,15.6
BR-02439,Highway,Aluminium Alloy,2001,23,60,Industrial Ohio,Moderate,0.0272,9,0,23801,2958.0,310,275,5e-12,3.1,17.1,16.4,199.8,1.04,0.61,2020-08-13,19.0
BR-02440,Local Road,Reinforced Concrete,2001,23,75,Rural Midwest,Mild,0.0193,9,0,4052,2246.0,25,20,0.0,0.0,52.8,52.4,34.0,0.79,0.26,2020-08-18,16.2
BR-02441,Highway,Prestressed Concrete,1982,42,60,Coastal Florida,Severe,0.0778,6,0,21372,1890.0,35,28,0.0,0.0,48.7,45.5,327.6,0.31,0.21,2020-06-01,4.0
BR-02442,Interstate,Steel (A514 HY),1995,29,75,Rural South,Mild,0.0367,9,0,25493,530.0,760,690,4.5e-12,3.2,10.2,9.1,269.8,0.1,0.03,2023-01-14,1.0
BR-02443,Highway,Steel (A514 HY),1999,25,75,Desert Southwest,Mild,0.0251,9,0,28469,2649.0,760,690,4.5e-12,3.2,12.4,11.8,259.8,0.74,0.33,2022-10-12,14.0
BR-02444,Highway,Steel (A36),1965,59,100,Industrial Michigan,Moderate,0.0681,6,0,15933,1252.0,450,250,6.9e-12,3.0,21.9,17.9,343.1,0.43,0.29,2022-07-01,4.4
BR-02445,Interstate,Reinforced Concrete,1982,42,100,Rural Mountain,Mild,0.0142,8,0,8525,4236.0,25,20,0.0,0.0,64.8,64.2,130.7,1.61,1.23,2023-11-21,30.7
BR-02446,Highway,Composite Steel-Concrete,1987,37,75,Coastal Carolina,Severe,0.0559,7,0,20660,1727.0,400,230,6.5e-12,3.0,62.7,60.6,279.0,0.33,0.24,2023-07-27,5.7
BR-02447,Highway,Composite Steel-Concrete,1968,56,75,Industrial New Jersey,Moderate,0.0576,6,0,21773,3093.0,400,230,6.5e-12,3.0,42.7,39.5,445.0,0.78,0.32,2020-05-23,17.8
BR-02448,Local Road,Prestressed Concrete,1988,36,100,Coastal California,Moderate,0.0305,7,0,1178,5257.0,35,28,0.0,0.0,50.2,49.1,15.5,1.94,1.17,2023-01-14,45.1
BR-02449,Railroad,Reinforced Concrete,1974,50,50,Industrial Michigan,Moderate,0.0376,7,0,83,219.0,25,20,0.0,0.0,62.5,60.6,75.7,0.06,0.03,2022-10-13,1.2
BR-02450,Railroad,Steel (A36),2005,19,60,Industrial Michigan,Moderate,0.0696,8,0,38,1108.0,450,250,6.9e-12,3.0,23.2,21.9,13.2,0.39,0.19,2022-08-23,4.6
BR-02451,Railroad,Reinforced Concrete,1971,53,50,Coastal Carolina,Severe,0.057,6,0,50,1658.0,25,20,0.0,0.0,55.8,52.8,48.4,0.33,0.15,2021-03-12,3.9
BR-02452,Interstate,Reinforced Concrete,2013,11,75,Coastal Texas,Severe,0.0577,9,0,33562,1352.0,25,20,0.0,0.0,45.1,44.5,134.8,0.37,0.16,2021-02-18,6.6
BR-02453,Pedestrian,Reinforced Concrete,1986,38,100,Industrial Michigan,Moderate,0.0353,8,0,9743,3155.0,25,20,0.0,0.0,54.2,52.8,13.5,0.51,0.4,2022-10-16,5.8
BR-02454,Interstate,Timber,1971,53,100,Industrial New Jersey,Moderate,0.0627,6,0,36595,1043.0,8,5,0.0,0.0,17.4,14.1,707.9,0.27,0.15,2021-11-07,5.4
BR-02455,Interstate,Steel (A588 Weathering),1987,37,60,Urban Northeast,Moderate,0.0344,8,0,19060,875.0,485,345,5.2e-12,2.8,11.7,10.4,257.4,0.26,0.09,2023-10-22,6.4
BR-02456,Highway,Prestressed Concrete,1944,80,60,Pacific Northwest,Mild,0.0211,7,0,18700,5246.0,35,28,0.0,0.0,55.4,53.7,546.0,1.85,0.83,2022-10-07,16.7
BR-02457,Highway,Prestressed Concrete,1954,70,60,Industrial Ohio,Moderate,0.0328,7,0,52815,6855.0,35,28,0.0,0.0,53.7,51.4,1349.4,1.15,0.49,2020-07-15,27.9
BR-02458,Interstate,Stainless Steel 316L,1983,41,60,Urban Northeast,Moderate,0.0121,8,0,8840,5684.0,515,205,3.1e-12,3.2,18.7,18.2,132.3,2.08,1.58,2020-12-26,33.5
BR-02459,Interstate,Steel (A514 HY),1982,42,50,Rural South,Mild,0.0527,7,0,19401,2032.0,760,690,4.5e-12,3.2,21.4,19.1,297.4,0.65,0.21,2021-05-28,5.3
BR-02460,Highway,Prestressed Concrete,1976,48,60,Rural South,Mild,0.0123,8,0,26706,2860.0,35,28,0.0,0.0,42.8,42.2,467.9,0.85,0.6,2022-04-22,6.9
BR-02461,Highway,Steel (A36),1964,60,100,Coastal Carolina,Severe,0.0917,4,1,42631,172.0,450,250,6.9e-12,3.0,18.2,12.7,933.6,0.03,0.02,2023-07-10,0.7
BR-02462,Railroad,Prestressed Concrete,2020,4,50,Desert Southwest,Mild,0.011,9,0,8,1065.0,35,28,0.0,0.0,65.7,65.6,0.6,0.38,0.15,2021-06-20,5.7
BR-02463,Railroad,Reinforced Concrete,1981,43,50,Coastal Texas,Severe,0.0525,8,0,11,3689.0,25,20,0.0,0.0,43.3,41.1,8.6,1.37,0.72,2022-09-22,12.6
BR-02464,Interstate,Steel (A36),1979,45,75,Rural Midwest,Mild,0.0326,8,0,32552,1485.0,450,250,6.9e-12,3.0,23.3,21.8,534.7,0.59,0.33,2022-11-05,10.2
BR-02465,Local Road,Steel (A36),1972,52,50,Industrial Ohio,Moderate,0.0683,6,0,2306,1123.0,450,250,6.9e-12,3.0,10.8,7.2,43.8,0.44,0.17,2022-10-04,10.0
BR-02466,Local Road,Cast Iron,1981,43,50,Rural Mountain,Mild,0.0119,9,0,3649,277.0,200,130,1.2e-11,3.8,12.5,12.0,57.3,0.09,0.05,2021-02-12,2.0
BR-02467,Highway,Reinforced Concrete,1957,67,60,Coastal Carolina,Severe,0.0594,7,0,23960,2756.0,25,20,0.0,0.0,44.0,40.0,585.9,0.76,0.3,2021-07-09,12.5
BR-02468,Local Road,Reinforced Concrete,1978,46,75,Industrial Ohio,Moderate,0.0239,8,0,1050,4109.0,25,20,0.0,0.0,59.2,58.1,17.6,0.93,0.6,2023-12-04,17.4
BR-02469,Highway,Steel (A588 Weathering),1963,61,75,Industrial Ohio,Moderate,0.029,8,0,10819,4096.0,485,345,5.2e-12,2.8,22.6,20.8,240.9,1.08,0.61,2021-01-22,19.3
BR-02470,Pedestrian,Steel (A36),1961,63,100,Coastal California,Moderate,0.0894,4,1,6614,1756.0,450,250,6.9e-12,3.0,13.0,7.3,15.2,0.66,0.46,2022-10-01,6.7
BR-02471,Highway,Steel (A36),1965,59,75,Rural South,Mild,0.0419,7,0,30206,2643.0,450,250,6.9e-12,3.0,14.2,11.7,650.5,0.62,0.49,2022-03-24,14.9
BR-02472,Highway,Steel (A36),1978,46,75,Urban Midwest,Moderate,0.0538,7,0,18681,502.0,450,250,6.9e-12,3.0,23.5,21.0,313.7,0.1,0.06,2020-09-02,0.9
BR-02473,Highway,Steel (A36),1956,68,60,Rural Mountain,Mild,0.0229,9,0,17746,220.0,450,250,6.9e-12,3.0,11.8,10.3,440.5,0.05,0.03,2022-12-25,1.1
BR-02474,Highway,Steel (A588 Weathering),1951,73,50,Urban West,Mild,0.0155,7,0,24693,2258.0,485,345,5.2e-12,2.8,18.6,17.5,657.9,0.83,0.39,2020-10-26,20.3
BR-02475,Highway,Steel (A36),1959,65,75,Coastal California,Moderate,0.0991,3,1,18931,818.0,450,250,6.9e-12,3.0,20.0,13.6,449.1,0.17,0.13,2022-05-06,3.6
BR-02476,Interstate,Composite Steel-Concrete,1996,28,75,Desert Southwest,Mild,0.0232,8,0,7888,1307.0,400,230,6.5e-12,3.0,58.2,57.5,80.6,0.28,0.13,2020-07-28,3.5
BR-02477,Railroad,Reinforced Concrete,1958,66,50,Rural Mountain,Mild,0.0085,8,0,33,646.0,25,20,0.0,0.0,45.2,44.7,39.7,0.23,0.15,2023-05-15,5.5
BR-02478,Railroad,Steel (A514 HY),2023,1,60,Urban West,Mild,0.0591,9,0,13,2826.0,760,690,4.5e-12,3.2,17.8,17.8,0.2,0.71,0.51,2023-01-26,17.3
BR-02479,Interstate,Steel (A36),1963,61,75,Rural Midwest,Mild,0.0234,8,0,46264,1566.0,450,250,6.9e-12,3.0,22.9,21.4,1030.1,0.44,0.19,2023-05-12,10.0
BR-02480,Interstate,Steel (A36),1998,26,75,Desert Southwest,Mild,0.0188,9,0,44221,1139.0,450,250,6.9e-12,3.0,10.9,10.4,419.7,0.42,0.31,2020-02-21,10.5
BR-02481,Interstate,FRP Composite,1965,59,60,Coastal California,Moderate,0.0288,7,0,9998,925.0,600,500,0.0,0.0,17.4,15.7,215.3,0.31,0.24,2020-11-25,7.5
BR-02482,Highway,Steel (A36),1986,38,100,Industrial Michigan,Moderate,0.0741,7,0,8301,2394.0,450,250,6.9e-12,3.0,19.0,16.1,115.1,0.69,0.39,2023-05-16,12.6
BR-02483,Local Road,Steel (A36),1991,33,50,Urban Northeast,Moderate,0.0604,8,0,961,877.0,450,250,6.9e-12,3.0,17.8,15.8,11.6,0.33,0.23,2021-01-20,4.3
BR-02484,Railroad,Timber,2023,1,75,Urban Midwest,Moderate,0.0582,9,0,97,2495.0,8,5,0.0,0.0,23.4,23.4,1.8,0.45,0.21,2021-02-20,7.7
BR-02485,Local Road,Timber,1988,36,100,Coastal Florida,Severe,0.0954,6,0,2639,2743.0,8,5,0.0,0.0,31.1,27.7,34.7,1.09,0.81,2022-07-13,23.2
BR-02486,Highway,Steel (A514 HY),1984,40,75,Industrial Ohio,Moderate,0.0427,8,0,27234,4243.0,760,690,4.5e-12,3.2,15.4,13.7,397.6,1.11,0.79,2023-09-27,22.0
BR-02487,Interstate,Prestressed Concrete,1958,66,60,Urban Midwest,Moderate,0.0176,8,0,18916,707.0,35,28,0.0,0.0,52.7,51.5,455.7,0.18,0.1,2023-06-11,2.0
BR-02488,Local Road,Steel (A514 HY),1963,61,100,Coastal California,Moderate,0.0546,7,0,2098,1317.0,760,690,4.5e-12,3.2,22.8,19.5,46.7,0.36,0.11,2021-12-07,5.7
BR-02489,Highway,Composite Steel-Concrete,1980,44,75,Desert Southwest,Mild,0.0292,8,0,105469,987.0,400,230,6.5e-12,3.0,47.6,46.3,1693.8,0.28,0.2,2020-07-09,6.4
BR-02490,Highway,Steel (A36),1953,71,60,Urban West,Mild,0.0275,8,0,11197,4808.0,450,250,6.9e-12,3.0,24.5,22.5,290.2,0.96,0.61,2022-06-05,15.6
BR-02491,Pedestrian,Reinforced Concrete,1950,74,60,Desert Southwest,Mild,0.013,8,0,5942,1857.0,25,20,0.0,0.0,64.4,63.4,16.0,0.66,0.28,2020-09-06,14.3
BR-02492,Pedestrian,Reinforced Concrete,1994,30,60,Rural South,Mild,0.0315,8,0,2445,1604.0,25,20,0.0,0.0,63.8,62.8,2.7,0.6,0.42,2022-11-13,7.5
BR-02493,Railroad,Timber,2021,3,50,Industrial New Jersey,Moderate,0.035,9,0,100,4027.0,8,5,0.0,0.0,17.7,17.6,5.5,1.22,0.81,2020-01-05,20.8
BR-02494,Local Road,Composite Steel-Concrete,1980,44,50,Industrial Ohio,Moderate,0.0559,6,0,1304,3640.0,400,230,6.5e-12,3.0,67.0,64.5,20.9,0.84,0.46,2023-03-21,14.2
BR-02495,Interstate,Composite Steel-Concrete,1963,61,50,Coastal Carolina,Severe,0.1165,3,1,30164,2938.0,400,230,6.5e-12,3.0,47.7,40.6,671.6,0.72,0.5,2022-08-19,10.5
BR-02496,Highway,Steel (A36),1980,44,75,Industrial New Jersey,Moderate,0.0939,5,0,21283,920.0,450,250,6.9e-12,3.0,13.4,9.3,341.8,0.32,0.23,2022-05-26,5.2
BR-02497,Local Road,Prestressed Concrete,1988,36,100,Coastal California,Moderate,0.0387,8,0,8808,1743.0,35,28,0.0,0.0,66.6,65.2,115.7,0.33,0.11,2021-06-25,2.8
BR-02498,Pedestrian,Steel (A36),1986,38,100,Coastal Carolina,Severe,0.0791,7,0,175,6212.0,450,250,6.9e-12,3.0,17.3,14.3,0.2,1.24,0.79,2022-05-01,13.1
BR-02499,Interstate,Steel (A588 Weathering),1951,73,75,Rural Midwest,Mild,0.0183,8,0,53905,596.0,485,345,5.2e-12,2.8,13.8,12.5,1436.3,0.2,0.13,2022-11-25,3.5
BR-02500,Highway,Stainless Steel 316L,1966,58,60,Urban West,Mild,0.0043,8,0,15990,1919.0,515,205,3.1e-12,3.2,24.5,24.3,338.5,0.39,0.27,2023-05-11,5.6
BR-02501,Highway,Reinforced Concrete,2014,10,75,Rural Midwest,Mild,0.0103,9,0,19176,637.0,25,20,0.0,0.0,66.4,66.3,70.0,0.11,0.08,2022-04-14,1.9
BR-02502,Highway,Steel (A36),1955,69,50,Urban Midwest,Moderate,0.0521,6,0,11404,1928.0,450,250,6.9e-12,3.0,18.6,15.0,287.2,0.51,0.15,2021-09-18,4.4
BR-02503,Local Road,Steel (A588 Weathering),1978,46,60,Rural Mountain,Mild,0.0081,9,0,20717,2048.0,485,345,5.2e-12,2.8,21.2,20.8,347.8,0.78,0.25,2020-10-06,8.2
BR-02504,Local Road,Steel (A36),1996,28,50,Urban Northeast,Moderate,0.0496,8,0,5883,886.0,450,250,6.9e-12,3.0,14.3,12.9,60.1,0.19,0.09,2023-08-05,3.6
BR-02505,Highway,Reinforced Concrete,1989,35,100,Coastal California,Moderate,0.0348,8,0,47145,2751.0,25,20,0.0,0.0,44.0,42.8,602.3,0.57,0.35,2021-07-08,11.5
BR-02506,Railroad,Prestressed Concrete,1991,33,75,Urban West,Mild,0.0236,8,0,15,2748.0,35,28,0.0,0.0,45.3,44.5,9.0,0.49,0.39,2021-12-02,7.1
BR-02507,Local Road,Prestressed Concrete,1953,71,100,Coastal California,Moderate,0.0244,8,0,1600,5428.0,35,28,0.0,0.0,45.4,43.6,41.5,0.86,0.46,2022-07-26,8.4
BR-02508,Interstate,Steel (A588 Weathering),1961,63,100,Coastal California,Moderate,0.0474,7,0,86493,2137.0,485,345,5.2e-12,2.8,15.4,12.5,1988.9,0.36,0.18,2021-06-23,6.5
BR-02509,Interstate,Reinforced Concrete,1955,69,100,Urban West,Mild,0.0124,9,0,46905,1539.0,25,20,0.0,0.0,52.6,51.8,1181.3,0.5,0.29,2021-01-28,5.4
BR-02510,Pedestrian,Reinforced Concrete,1985,39,75,Coastal Carolina,Severe,0.0245,9,0,2925,9471.0,25,20,0.0,0.0,54.5,53.5,4.2,3.42,1.96,2023-12-02,42.7
BR-02511,Highway,Steel (A514 HY),1981,43,75,Coastal Carolina,Severe,0.0997,6,0,13857,2231.0,760,690,4.5e-12,3.2,18.5,14.2,217.5,0.7,0.39,2021-03-18,17.5
BR-02512,Highway,Reinforced Concrete,1948,76,60,Industrial Ohio,Moderate,0.0256,7,0,15859,387.0,25,20,0.0,0.0,57.9,56.0,439.9,0.06,0.03,2020-04-20,0.5
BR-02513,Local Road,Steel (A588 Weathering),1987,37,75,Rural Mountain,Mild,0.0112,9,0,1367,3131.0,485,345,5.2e-12,2.8,12.8,12.4,18.5,1.0,0.72,2020-05-21,24.5
BR-02514,Local Road,Steel (A514 HY),1997,27,75,Coastal California,Moderate,0.0907,7,0,615,909.0,760,690,4.5e-12,3.2,20.0,17.6,6.1,0.3,0.13,2020-05-11,5.2
BR-02515,Pedestrian,FRP Composite,1980,44,100,Desert Southwest,Mild,0.0073,8,0,5792,923.0,600,500,0.0,0.0,28.7,28.4,9.3,0.27,0.15,2020-03-24,4.7
