event_id,event_year,structure_type,material,location,corrosion_environment,age_at_event_years,corrosion_rate_mm_yr,failure_mode,severity,replacement_value_USD,repair_cost_USD,loss_ratio,detected_by,was_predicted,warning_lead_months,insurance_claim_filed,regulatory_action
FE-01092,2016,Building,Steel (A36),Industrial Michigan,Moderate,37,0.0481,Creep,Minor,1309553.0,81919.0,0.0626,Public report,0,0,0,0
FE-01093,2009,Bridge,Reinforced Concrete,Coastal California,Moderate,23,0.0357,Corrosion,Catastrophic,1148303.0,1259032.0,1.0964,Sensor alert,0,0,1,1
FE-01094,2007,Bridge,Prestressed Concrete,Rural Midwest,Mild,63,0.0272,Fatigue crack,Moderate,1494703.0,369842.0,0.2474,Emergency,0,0,0,0
FE-01095,2019,Bridge,Reinforced Concrete,Coastal Texas,Severe,44,0.1065,Corrosion,Moderate,3905999.0,877805.0,0.2247,Public report,0,0,1,0
FE-01096,2021,Building,Reinforced Concrete,Coastal Florida,Severe,45,0.0819,Creep,Catastrophic,2158888.0,1159426.0,0.537,Routine inspection,1,8,0,0
FE-01097,2019,Bridge,Steel (A588 Weathering),Coastal California,Moderate,69,0.0236,Buckling,Minor,1946133.0,52818.0,0.0271,Routine inspection,0,0,1,0
FE-01098,2016,Bridge,Prestressed Concrete,Coastal California,Moderate,52,0.0508,Corrosion,Minor,3479131.0,259874.0,0.0747,Public report,0,0,1,0
FE-01099,2017,Pipeline,Reinforced Concrete,Industrial Michigan,Moderate,31,0.0303,Corrosion,Moderate,2008998.0,598860.0,0.2981,Sensor alert,1,0,1,0
FE-01100,2006,Bridge,Steel (A36),Coastal Florida,Severe,55,0.0925,Creep,Major,725340.0,468760.0,0.6463,Routine inspection,0,0,1,1
FE-01101,2015,Bridge,Reinforced Concrete,Desert Southwest,Mild,52,0.0227,Brittle fracture,Major,1213854.0,576676.0,0.4751,Sensor alert,0,0,1,0
FE-01102,2023,Pipeline,Steel (A588 Weathering),Industrial New Jersey,Moderate,18,0.0181,Corrosion,Catastrophic,620665.0,877170.0,1.4133,Routine inspection,0,0,1,1
FE-01103,2007,Bridge,Reinforced Concrete,Coastal Carolina,Severe,52,0.0883,Fatigue crack,Moderate,3482297.0,645516.0,0.1854,Sensor alert,0,0,1,0
FE-01104,2006,Building,Composite Steel-Concrete,Rural South,Mild,27,0.0463,Overload,Moderate,5593429.0,1450286.0,0.2593,Sensor alert,1,10,1,0
FE-01105,2015,Bridge,Steel (A36),Industrial Ohio,Moderate,23,0.0676,Creep,Minor,3923755.0,222600.0,0.0567,Sensor alert,1,1,1,0
FE-01106,2017,Bridge,Steel (A514 HY),Industrial Ohio,Moderate,83,0.0544,Corrosion,Minor,444881.0,20635.0,0.0464,Routine inspection,0,0,1,0
FE-01107,2007,Bridge,Steel (A36),Desert Southwest,Mild,21,0.0124,Fatigue crack,Major,4991637.0,3673967.0,0.736,Routine inspection,0,0,0,0
FE-01108,2019,Building,Steel (A36),Urban Northeast,Moderate,29,0.0455,Fatigue crack,Moderate,560366.0,68232.0,0.1218,Routine inspection,0,0,1,0
FE-01109,2017,Building,Timber,Urban Northeast,Moderate,25,0.0876,Fatigue crack,Moderate,339688.0,71535.0,0.2106,Emergency,1,23,1,0
FE-01110,2018,Bridge,Steel (A36),Coastal Texas,Severe,31,0.0735,Fatigue crack,Moderate,1481448.0,319866.0,0.2159,Sensor alert,1,23,1,0
FE-01111,2007,Power Plant,Reinforced Concrete,Coastal California,Moderate,23,0.0461,Fatigue crack,Moderate,711842.0,127245.0,0.1788,Routine inspection,0,0,1,0
FE-01112,2010,Building,Steel (A514 HY),Coastal Florida,Severe,52,0.097,Corrosion,Major,625363.0,305721.0,0.4889,Sensor alert,1,9,0,0
FE-01113,2006,Bridge,Reinforced Concrete,Coastal Texas,Severe,59,0.09,Buckling,Minor,330726.0,14074.0,0.0426,Routine inspection,0,0,0,0
FE-01114,2009,Building,Steel (A36),Coastal Carolina,Severe,53,0.0802,Corrosion,Minor,403398.0,22289.0,0.0553,Public report,1,7,1,0
FE-01115,2016,Power Plant,Steel (A36),Rural South,Mild,27,0.0332,Settlement,Minor,2633481.0,173097.0,0.0657,Sensor alert,0,0,1,0
FE-01116,2020,Building,Steel (A36),Pacific Northwest,Mild,67,0.027,Erosion,Moderate,233185.0,51405.0,0.2204,Load test,0,0,1,0
FE-01117,2018,Bridge,Reinforced Concrete,Industrial New Jersey,Moderate,46,0.0638,Corrosion,Moderate,1856976.0,361222.0,0.1945,Emergency,1,4,1,0
FE-01118,2012,Pipeline,Prestressed Concrete,Urban Midwest,Moderate,42,0.0487,Corrosion,Moderate,670030.0,122616.0,0.183,Routine inspection,0,0,0,0
FE-01119,2022,Building,Steel (A36),Coastal Carolina,Severe,60,0.102,Fatigue crack,Moderate,1516360.0,411428.0,0.2713,Sensor alert,0,0,1,0
FE-01120,2011,Bridge,Reinforced Concrete,Rural South,Mild,49,0.0524,Buckling,Major,2712809.0,1370322.0,0.5051,Routine inspection,0,0,1,1
FE-01121,2005,Pipeline,Steel (A588 Weathering),Rural South,Mild,43,0.0213,Corrosion,Moderate,499680.0,124973.0,0.2501,Emergency,1,2,1,0
FE-01122,2016,Bridge,Prestressed Concrete,Industrial Ohio,Moderate,27,0.0723,Erosion,Moderate,680323.0,126991.0,0.1867,Routine inspection,1,1,1,0
FE-01123,2005,Bridge,Steel (A36),Industrial Michigan,Moderate,42,0.0631,Corrosion,Moderate,455367.0,51531.0,0.1132,Routine inspection,0,0,1,0
FE-01124,2010,Building,Timber,Urban Midwest,Moderate,52,0.0394,Overload,Minor,1028226.0,35857.0,0.0349,Sensor alert,1,19,1,0
FE-01125,2019,Power Plant,Steel (A36),Urban West,Mild,33,0.0304,Fatigue crack,Minor,2849326.0,126298.0,0.0443,Public report,1,17,1,0
FE-01126,2013,Bridge,Prestressed Concrete,Industrial New Jersey,Moderate,63,0.0562,Corrosion,Minor,411515.0,16596.0,0.0403,Emergency,0,0,1,0
FE-01127,2023,Building,Composite Steel-Concrete,Rural Mountain,Mild,63,0.0266,Buckling,Moderate,509951.0,122149.0,0.2395,Routine inspection,0,0,1,0
FE-01128,2019,Pipeline,Reinforced Concrete,Rural South,Mild,47,0.0573,Corrosion,Minor,131909.0,7383.0,0.056,Routine inspection,1,0,1,0
FE-01129,2016,Bridge,Prestressed Concrete,Industrial Michigan,Moderate,50,0.0463,Erosion,Moderate,679493.0,80648.0,0.1187,Routine inspection,1,10,1,0
FE-01130,2021,Bridge,Steel (A36),Pacific Northwest,Mild,47,0.0519,Fatigue crack,Major,753470.0,359526.0,0.4772,Public report,1,19,1,1
FE-01131,2019,Bridge,Steel (A36),Rural South,Mild,30,0.0263,Brittle fracture,Minor,470966.0,15443.0,0.0328,Emergency,0,0,1,0
FE-01132,2008,Bridge,Steel (A36),Industrial Michigan,Moderate,37,0.0793,Corrosion,Minor,362677.0,19418.0,0.0535,Sensor alert,0,0,0,0
FE-01133,2020,Pipeline,Reinforced Concrete,Industrial Michigan,Moderate,58,0.0774,Brittle fracture,Major,426635.0,305407.0,0.7159,Emergency,1,6,0,0
FE-01134,2011,Bridge,Steel (A588 Weathering),Rural South,Mild,44,0.0276,Corrosion,Moderate,653061.0,195387.0,0.2992,Sensor alert,0,0,1,0
FE-01135,2007,Pipeline,Prestressed Concrete,Rural Midwest,Mild,28,0.0346,Brittle fracture,Moderate,571921.0,161655.0,0.2827,Public report,0,0,0,0
FE-01136,2022,Bridge,Steel (A588 Weathering),Urban Midwest,Moderate,26,0.0233,Corrosion,Moderate,2659278.0,617321.0,0.2321,Routine inspection,0,0,1,0
FE-01137,2022,Pipeline,Reinforced Concrete,Industrial New Jersey,Moderate,44,0.0485,Overload,Minor,760233.0,38573.0,0.0507,Public report,0,0,0,0
FE-01138,2011,Pipeline,FRP Composite,Coastal California,Moderate,34,0.0864,Brittle fracture,Minor,1081737.0,42871.0,0.0396,Public report,0,0,0,0
FE-01139,2016,Bridge,Steel (A514 HY),Industrial Ohio,Moderate,48,0.058,Corrosion,Minor,728726.0,45261.0,0.0621,Public report,0,0,0,0
FE-01140,2015,Bridge,Steel (A36),Coastal Texas,Severe,52,0.1191,Erosion,Major,261845.0,136207.0,0.5202,Public report,1,4,1,1
FE-01141,2018,Bridge,Reinforced Concrete,Rural South,Mild,42,0.0357,Brittle fracture,Minor,1365265.0,90261.0,0.0661,Emergency,0,0,1,0
FE-01142,2007,Pipeline,Prestressed Concrete,Desert Southwest,Mild,50,0.0216,Creep,Moderate,561238.0,141604.0,0.2523,Sensor alert,0,0,0,0
FE-01143,2022,Bridge,Prestressed Concrete,Rural Mountain,Mild,46,0.0293,Fatigue crack,Moderate,849870.0,92616.0,0.109,Routine inspection,0,0,0,0
FE-01144,2006,Bridge,Reinforced Concrete,Industrial Michigan,Moderate,60,0.0496,Fatigue crack,Major,2457291.0,809554.0,0.3294,Routine inspection,1,10,1,1
FE-01145,2015,Bridge,Prestressed Concrete,Industrial Ohio,Moderate,35,0.0501,Buckling,Catastrophic,6009628.0,8298280.0,1.3808,Sensor alert,1,1,1,1
FE-01146,2022,Bridge,Steel (A36),Industrial Ohio,Moderate,23,0.0652,Corrosion,Major,5544980.0,2554461.0,0.4607,Routine inspection,1,3,1,1
FE-01147,2014,Bridge,Steel (A36),Desert Southwest,Mild,35,0.0112,Fatigue crack,Moderate,244434.0,42087.0,0.1722,Public report,1,0,1,0
FE-01148,2022,Power Plant,Steel (A588 Weathering),Rural South,Mild,36,0.0273,Fatigue crack,Minor,1344637.0,62205.0,0.0463,Routine inspection,0,0,0,0
FE-01149,2011,Power Plant,Steel (A588 Weathering),Urban Northeast,Moderate,68,0.0382,Corrosion,Moderate,717088.0,104747.0,0.1461,Public report,0,0,1,0
FE-01150,2018,Bridge,Stainless Steel 316L,Coastal Florida,Severe,27,0.0187,Fatigue crack,Catastrophic,1494605.0,1453363.0,0.9724,Routine inspection,1,11,1,1
FE-01151,2011,Bridge,Steel (A514 HY),Urban Midwest,Moderate,34,0.0288,Brittle fracture,Moderate,11697145.0,1748407.0,0.1495,Sensor alert,0,0,1,0
FE-01152,2021,Pipeline,Steel (A588 Weathering),Pacific Northwest,Mild,51,0.0253,Creep,Moderate,1805002.0,329642.0,0.1826,Sensor alert,0,0,1,0
FE-01153,2021,Pipeline,Prestressed Concrete,Industrial Michigan,Moderate,74,0.0307,Overload,Minor,783639.0,52343.0,0.0668,Routine inspection,0,0,1,0
FE-01154,2010,Bridge,Composite Steel-Concrete,Coastal California,Moderate,43,0.0868,Corrosion,Catastrophic,497898.0,591441.0,1.1879,Sensor alert,0,0,0,1
FE-01155,2020,Bridge,Reinforced Concrete,Coastal Florida,Severe,50,0.0515,Creep,Minor,44593068.0,2185298.0,0.049,Sensor alert,0,0,0,0
FE-01156,2005,Building,Steel (A36),Industrial Ohio,Moderate,32,0.088,Corrosion,Minor,2401720.0,155431.0,0.0647,Routine inspection,0,0,1,0
FE-01157,2008,Bridge,Prestressed Concrete,Industrial Ohio,Moderate,52,0.0728,Corrosion,Moderate,1440902.0,343864.0,0.2386,Routine inspection,1,49,1,0
FE-01158,2014,Bridge,FRP Composite,Rural South,Mild,33,0.0259,Buckling,Moderate,5724166.0,1388204.0,0.2425,Routine inspection,0,0,1,0
FE-01159,2022,Power Plant,Steel (A588 Weathering),Coastal Florida,Severe,41,0.0541,Fatigue crack,Major,413134.0,242267.0,0.5864,Routine inspection,0,0,1,1
FE-01160,2017,Bridge,Steel (A36),Urban Northeast,Moderate,23,0.0762,Corrosion,Moderate,431031.0,53179.0,0.1234,Emergency,1,6,1,0
FE-01161,2017,Pipeline,Prestressed Concrete,Rural South,Mild,42,0.0266,Fatigue crack,Moderate,1319287.0,392178.0,0.2973,Emergency,1,9,1,0
FE-01162,2023,Bridge,Steel (A588 Weathering),Industrial New Jersey,Moderate,48,0.0222,Brittle fracture,Minor,814181.0,29941.0,0.0368,Sensor alert,0,0,0,0
FE-01163,2014,Pipeline,Steel (A588 Weathering),Rural Mountain,Mild,82,0.0106,Fatigue crack,Minor,3060721.0,108391.0,0.0354,Sensor alert,0,0,1,0
FE-01164,2014,Power Plant,Aluminium Alloy,Coastal California,Moderate,42,0.0598,Overload,Catastrophic,573503.0,336583.0,0.5869,Routine inspection,1,12,1,1
FE-01165,2017,Bridge,Steel (A36),Industrial Ohio,Moderate,49,0.0879,Corrosion,Major,4031859.0,1674367.0,0.4153,Emergency,0,0,1,0
FE-01166,2016,Building,Prestressed Concrete,Industrial New Jersey,Moderate,57,0.0825,Overload,Minor,297739.0,7944.0,0.0267,Load test,0,0,0,0
FE-01167,2012,Bridge,Reinforced Concrete,Pacific Northwest,Mild,35,0.0509,Brittle fracture,Moderate,109823.0,15395.0,0.1402,Routine inspection,0,0,0,0
FE-01168,2013,Pipeline,Composite Steel-Concrete,Urban Midwest,Moderate,55,0.0448,Erosion,Moderate,756807.0,196553.0,0.2597,Routine inspection,1,11,0,0
FE-01169,2017,Pipeline,Reinforced Concrete,Rural South,Mild,38,0.045,Creep,Minor,2614863.0,119951.0,0.0459,Routine inspection,0,0,1,0
FE-01170,2018,Power Plant,Prestressed Concrete,Rural South,Mild,37,0.0306,Corrosion,Moderate,1926998.0,366653.0,0.1903,Routine inspection,1,30,0,0
FE-01171,2019,Bridge,Steel (A36),Coastal Florida,Severe,61,0.1142,Brittle fracture,Moderate,1493416.0,435387.0,0.2915,Load test,0,0,1,0
FE-01172,2007,Pipeline,Prestressed Concrete,Coastal Carolina,Severe,28,0.0748,Erosion,Minor,688584.0,24942.0,0.0362,Sensor alert,1,6,1,0
FE-01173,2010,Bridge,Steel (A588 Weathering),Industrial New Jersey,Moderate,27,0.0245,Overload,Moderate,917843.0,102555.0,0.1117,Sensor alert,0,0,1,0
FE-01174,2017,Pipeline,Steel (A36),Coastal California,Moderate,34,0.0658,Buckling,Minor,6846183.0,366487.0,0.0535,Routine inspection,1,2,0,0
FE-01175,2009,Building,Timber,Rural Midwest,Mild,24,0.0306,Fatigue crack,Catastrophic,389412.0,260004.0,0.6677,Routine inspection,0,0,1,1
FE-01176,2018,Pipeline,Timber,Rural South,Mild,43,0.0262,Buckling,Moderate,1607389.0,303440.0,0.1888,Public report,0,0,1,0
FE-01177,2019,Bridge,Steel (A36),Desert Southwest,Mild,47,0.0169,Overload,Major,124367.0,71417.0,0.5742,Emergency,0,0,1,1
FE-01178,2014,Bridge,Prestressed Concrete,Industrial Ohio,Moderate,53,0.0419,Fatigue crack,Major,276805.0,204294.0,0.738,Routine inspection,1,15,1,0
FE-01179,2006,Bridge,Prestressed Concrete,Industrial Michigan,Moderate,40,0.0424,Buckling,Minor,1051221.0,50260.0,0.0478,Routine inspection,1,1,1,0
FE-01180,2019,Power Plant,Steel (A588 Weathering),Desert Southwest,Mild,51,0.0071,Settlement,Minor,1948443.0,122641.0,0.0629,Routine inspection,0,0,0,0
FE-01181,2012,Pipeline,Aluminium Alloy,Coastal Texas,Severe,25,0.0911,Overload,Major,2126302.0,557889.0,0.2624,Load test,0,0,1,0
FE-01182,2018,Bridge,Prestressed Concrete,Coastal Carolina,Severe,55,0.1119,Fatigue crack,Minor,16533408.0,510441.0,0.0309,Sensor alert,1,2,1,0
FE-01183,2022,Building,Steel (A514 HY),Coastal California,Moderate,34,0.0864,Fatigue crack,Minor,1351286.0,91514.0,0.0677,Sensor alert,0,0,1,0
FE-01184,2019,Pipeline,Prestressed Concrete,Industrial Michigan,Moderate,43,0.072,Overload,Moderate,696605.0,177821.0,0.2553,Routine inspection,1,26,1,0
FE-01185,2015,Bridge,Composite Steel-Concrete,Coastal Carolina,Severe,39,0.0975,Fatigue crack,Minor,1026297.0,30016.0,0.0292,Public report,1,2,1,0
FE-01186,2006,Bridge,Prestressed Concrete,Coastal Texas,Severe,44,0.105,Overload,Catastrophic,1055133.0,602917.0,0.5714,Load test,0,0,0,0
FE-01187,2016,Bridge,Steel (A588 Weathering),Industrial Ohio,Moderate,37,0.0317,Brittle fracture,Minor,414442.0,29779.0,0.0719,Routine inspection,0,0,1,0
FE-01188,2014,Building,Reinforced Concrete,Industrial New Jersey,Moderate,62,0.0774,Erosion,Minor,1318930.0,81976.0,0.0622,Routine inspection,0,0,0,0
FE-01189,2020,Pipeline,Composite Steel-Concrete,Coastal Texas,Severe,16,0.1305,Erosion,Moderate,1324904.0,192763.0,0.1455,Routine inspection,1,9,1,0
FE-01190,2011,Pipeline,Steel (A36),Industrial New Jersey,Moderate,46,0.0838,Corrosion,Moderate,919079.0,208690.0,0.2271,Routine inspection,0,0,0,0
FE-01191,2007,Bridge,Composite Steel-Concrete,Urban Northeast,Moderate,20,0.0324,Settlement,Minor,847260.0,62721.0,0.074,Emergency,0,0,1,0
FE-01192,2018,Pipeline,Steel (A588 Weathering),Industrial Ohio,Moderate,22,0.036,Fatigue crack,Moderate,715781.0,156082.0,0.2181,Public report,0,0,1,0
FE-01193,2023,Bridge,Steel (A514 HY),Coastal California,Moderate,16,0.0559,Fatigue crack,Major,1040389.0,508735.0,0.489,Routine inspection,0,0,1,0
FE-01194,2011,Bridge,Steel (A588 Weathering),Urban Midwest,Moderate,28,0.0185,Erosion,Catastrophic,244134.0,141088.0,0.5779,Routine inspection,1,11,1,0
FE-01195,2016,Pipeline,Composite Steel-Concrete,Desert Southwest,Mild,27,0.017,Corrosion,Major,812185.0,572629.0,0.705,Sensor alert,0,0,1,1
FE-01196,2006,Bridge,Prestressed Concrete,Coastal California,Moderate,26,0.0574,Fatigue crack,Moderate,1092586.0,171607.0,0.1571,Load test,0,0,1,0
FE-01197,2006,Bridge,Reinforced Concrete,Rural Midwest,Mild,16,0.0436,Corrosion,Catastrophic,902891.0,602771.0,0.6676,Emergency,1,5,1,1
FE-01198,2009,Bridge,Reinforced Concrete,Urban West,Mild,31,0.0276,Creep,Minor,6865097.0,433782.0,0.0632,Routine inspection,0,0,1,0
FE-01199,2019,Bridge,Reinforced Concrete,Coastal Texas,Severe,30,0.0504,Overload,Minor,1968156.0,54092.0,0.0275,Routine inspection,0,0,1,0
FE-01200,2013,Pipeline,Prestressed Concrete,Desert Southwest,Mild,34,0.0188,Erosion,Moderate,14460268.0,1765628.0,0.1221,Routine inspection,0,0,0,0
FE-01201,2006,Bridge,Reinforced Concrete,Coastal Florida,Severe,42,0.1109,Overload,Catastrophic,8538561.0,11746234.0,1.3757,Public report,0,0,0,1
FE-01202,2020,Bridge,Reinforced Concrete,Industrial New Jersey,Moderate,60,0.0567,Fatigue crack,Major,624465.0,225619.0,0.3613,Public report,0,0,1,1
FE-01203,2011,Bridge,Composite Steel-Concrete,Industrial New Jersey,Moderate,61,0.1043,Buckling,Major,992388.0,350234.0,0.3529,Public report,1,28,1,1
FE-01204,2012,Building,Reinforced Concrete,Desert Southwest,Mild,27,0.0215,Overload,Minor,713027.0,30075.0,0.0422,Sensor alert,0,0,1,0
FE-01205,2014,Building,Steel (A588 Weathering),Urban Northeast,Moderate,46,0.0415,Erosion,Catastrophic,806825.0,592961.0,0.7349,Routine inspection,1,0,1,0
FE-01206,2006,Pipeline,Steel (A514 HY),Industrial New Jersey,Moderate,65,0.0795,Fatigue crack,Major,344717.0,177487.0,0.5149,Public report,0,0,1,1
FE-01207,2013,Power Plant,Reinforced Concrete,Industrial Michigan,Moderate,44,0.0478,Overload,Moderate,8371809.0,2361693.0,0.2821,Emergency,1,50,1,0
FE-01208,2008,Power Plant,Steel (A36),Rural South,Mild,63,0.0567,Creep,Catastrophic,2221864.0,1640958.0,0.7386,Emergency,0,0,0,1
FE-01209,2014,Bridge,Prestressed Concrete,Urban Midwest,Moderate,57,0.0566,Corrosion,Moderate,2609097.0,579845.0,0.2222,Emergency,0,0,1,0
FE-01210,2011,Bridge,Composite Steel-Concrete,Industrial Ohio,Moderate,52,0.0886,Fatigue crack,Catastrophic,932466.0,1333604.0,1.4302,Routine inspection,1,1,1,1
FE-01211,2015,Power Plant,Steel (A36),Urban West,Mild,50,0.0289,Fatigue crack,Catastrophic,408088.0,347695.0,0.852,Load test,0,0,1,1
FE-01212,2017,Building,Prestressed Concrete,Urban Northeast,Moderate,35,0.0305,Corrosion,Moderate,1549311.0,376550.0,0.243,Emergency,0,0,1,0
FE-01213,2009,Building,Reinforced Concrete,Rural South,Mild,54,0.0289,Overload,Major,2186569.0,1360837.0,0.6224,Load test,1,3,1,1
FE-01214,2009,Bridge,Steel (A514 HY),Rural Mountain,Mild,34,0.0157,Brittle fracture,Major,6344932.0,2705509.0,0.4264,Sensor alert,0,0,0,1
FE-01215,2017,Building,Reinforced Concrete,Rural Mountain,Mild,23,0.0116,Buckling,Moderate,1482523.0,278030.0,0.1875,Emergency,0,0,1,0
FE-01216,2015,Building,Composite Steel-Concrete,Industrial Ohio,Moderate,55,0.0788,Fatigue crack,Moderate,2173463.0,593790.0,0.2732,Sensor alert,0,0,0,0
FE-01217,2022,Bridge,Reinforced Concrete,Rural Mountain,Mild,21,0.027,Creep,Moderate,236838.0,67026.0,0.283,Load test,0,0,0,0
FE-01218,2022,Bridge,Steel (A36),Desert Southwest,Mild,34,0.0255,Corrosion,Major,1693427.0,546320.0,0.3226,Routine inspection,0,0,1,1
FE-01219,2015,Bridge,Timber,Urban Midwest,Moderate,32,0.0458,Fatigue crack,Minor,880744.0,39371.0,0.0447,Public report,0,0,1,0
FE-01220,2006,Building,Reinforced Concrete,Urban Midwest,Moderate,32,0.0743,Corrosion,Minor,2957214.0,110829.0,0.0375,Load test,0,0,1,0
FE-01221,2008,Building,Steel (A36),Rural Mountain,Mild,53,0.0116,Corrosion,Minor,634725.0,45125.0,0.0711,Public report,1,4,1,0
FE-01222,2022,Pipeline,Reinforced Concrete,Rural South,Mild,51,0.0589,Settlement,Minor,764490.0,49044.0,0.0642,Routine inspection,0,0,0,0
FE-01223,2015,Bridge,Aluminium Alloy,Coastal California,Moderate,24,0.0523,Brittle fracture,Moderate,1663121.0,216476.0,0.1302,Routine inspection,1,0,1,0
FE-01224,2007,Bridge,Prestressed Concrete,Coastal Carolina,Severe,22,0.091,Corrosion,Moderate,1237428.0,147225.0,0.119,Emergency,1,4,1,0
FE-01225,2009,Bridge,Reinforced Concrete,Industrial New Jersey,Moderate,51,0.0732,Overload,Minor,363978.0,14328.0,0.0394,Routine inspection,0,0,1,0
FE-01226,2016,Bridge,Stainless Steel 316L,Rural Mountain,Mild,29,0.0039,Brittle fracture,Minor,2390363.0,91052.0,0.0381,Load test,0,0,1,0
FE-01227,2015,Power Plant,Reinforced Concrete,Rural Mountain,Mild,50,0.0167,Fatigue crack,Major,18862388.0,8779099.0,0.4654,Load test,0,0,0,0
FE-01228,2017,Bridge,Aluminium Alloy,Industrial New Jersey,Moderate,50,0.0804,Brittle fracture,Minor,222062.0,15244.0,0.0686,Public report,0,0,1,0
FE-01229,2010,Bridge,Reinforced Concrete,Coastal Texas,Severe,44,0.07,Erosion,Minor,1108902.0,49796.0,0.0449,Load test,0,0,0,0
FE-01230,2022,Bridge,Cast Iron,Pacific Northwest,Mild,60,0.0587,Creep,Moderate,4345639.0,1218131.0,0.2803,Sensor alert,0,0,0,0
FE-01231,2020,Bridge,Stainless Steel 316L,Urban Northeast,Moderate,56,0.0071,Overload,Minor,234447.0,16153.0,0.0689,Public report,0,0,1,0
FE-01232,2016,Pipeline,Reinforced Concrete,Coastal Texas,Severe,48,0.0621,Buckling,Major,1597889.0,426168.0,0.2667,Routine inspection,0,0,0,0
FE-01233,2016,Bridge,Reinforced Concrete,Rural Mountain,Mild,57,0.0295,Corrosion,Major,992604.0,416614.0,0.4197,Emergency,0,0,0,1
FE-01234,2014,Bridge,Reinforced Concrete,Coastal Texas,Severe,29,0.0899,Fatigue crack,Major,8209872.0,4124585.0,0.5024,Routine inspection,1,5,0,0
FE-01235,2023,Bridge,Prestressed Concrete,Industrial Ohio,Moderate,71,0.0338,Corrosion,Minor,195050.0,8381.0,0.043,Routine inspection,0,0,1,0
FE-01236,2009,Bridge,Composite Steel-Concrete,Coastal California,Moderate,39,0.0464,Overload,Major,1067557.0,385687.0,0.3613,Sensor alert,0,0,1,1
FE-01237,2023,Pipeline,Composite Steel-Concrete,Urban Northeast,Moderate,77,0.0496,Corrosion,Moderate,1890610.0,431076.0,0.228,Routine inspection,0,0,1,0
FE-01238,2012,Bridge,Stainless Steel 316L,Coastal Carolina,Severe,30,0.0121,Corrosion,Minor,1741100.0,78420.0,0.045,Sensor alert,0,0,1,0
FE-01239,2012,Bridge,Prestressed Concrete,Coastal Carolina,Severe,19,0.1101,Erosion,Moderate,196696.0,58182.0,0.2958,Sensor alert,1,6,0,0
FE-01240,2022,Bridge,Reinforced Concrete,Industrial New Jersey,Moderate,31,0.0865,Fatigue crack,Minor,1483390.0,100756.0,0.0679,Routine inspection,0,0,1,0
FE-01241,2016,Bridge,Cast Iron,Industrial Michigan,Moderate,34,0.07,Brittle fracture,Minor,855322.0,43346.0,0.0507,Public report,1,3,1,0
FE-01242,2017,Pipeline,Prestressed Concrete,Industrial New Jersey,Moderate,42,0.0428,Settlement,Moderate,745523.0,115106.0,0.1544,Load test,0,0,1,0
FE-01243,2010,Bridge,Steel (A36),Coastal California,Moderate,39,0.0863,Corrosion,Moderate,1591871.0,422732.0,0.2656,Routine inspection,0,0,1,0
FE-01244,2010,Bridge,Stainless Steel 316L,Rural Midwest,Mild,27,0.0045,Buckling,Catastrophic,1828330.0,2109524.0,1.1538,Load test,0,0,1,0
FE-01245,2022,Pipeline,Reinforced Concrete,Rural Midwest,Mild,40,0.0292,Overload,Major,99415.0,61536.0,0.619,Public report,1,15,1,1
FE-01246,2005,Bridge,Steel (A514 HY),Coastal Texas,Severe,39,0.1249,Erosion,Moderate,2352365.0,496218.0,0.2109,Public report,0,0,1,0
FE-01247,2021,Bridge,Steel (A36),Urban West,Mild,38,0.0459,Fatigue crack,Major,82362.0,29718.0,0.3608,Sensor alert,0,0,0,0
FE-01248,2015,Building,Steel (A36),Rural Mountain,Mild,66,0.0108,Erosion,Minor,2366665.0,76773.0,0.0324,Routine inspection,0,0,1,0
FE-01249,2008,Building,Prestressed Concrete,Coastal Texas,Severe,45,0.1338,Fatigue crack,Moderate,909433.0,272812.0,0.3,Sensor alert,0,0,0,0
FE-01250,2005,Building,Steel (A588 Weathering),Coastal Florida,Severe,36,0.0365,Brittle fracture,Major,1457152.0,1015728.0,0.6971,Routine inspection,0,0,1,0
FE-01251,2015,Bridge,Steel (A36),Urban Midwest,Moderate,35,0.036,Corrosion,Moderate,2178905.0,435640.0,0.1999,Emergency,0,0,1,0
FE-01252,2017,Bridge,Steel (A588 Weathering),Coastal Texas,Severe,57,0.0632,Brittle fracture,Minor,985166.0,72301.0,0.0734,Sensor alert,1,3,0,0
FE-01253,2019,Bridge,Prestressed Concrete,Pacific Northwest,Mild,63,0.058,Settlement,Moderate,844423.0,162958.0,0.193,Routine inspection,0,0,1,0
FE-01254,2018,Bridge,Reinforced Concrete,Industrial New Jersey,Moderate,18,0.0423,Fatigue crack,Minor,362040.0,12838.0,0.0355,Routine inspection,1,16,0,0
FE-01255,2009,Building,Composite Steel-Concrete,Urban Northeast,Moderate,45,0.0898,Overload,Major,381595.0,267720.0,0.7016,Sensor alert,1,8,0,1
FE-01256,2014,Building,Steel (A36),Industrial New Jersey,Moderate,41,0.0568,Fatigue crack,Moderate,1201022.0,170305.0,0.1418,Routine inspection,0,0,1,0
FE-01257,2008,Pipeline,Steel (A588 Weathering),Rural South,Mild,54,0.0287,Corrosion,Minor,5379617.0,252705.0,0.047,Sensor alert,0,0,1,0
FE-01258,2006,Building,Timber,Industrial Ohio,Moderate,37,0.0797,Overload,Minor,3253356.0,129391.0,0.0398,Emergency,1,2,0,0
