date,commodity,mqi,supply_disruption_prob,substitution_elasticity,green_premium_per_kg,carbon_intensity_virgin,carbon_intensity_recycled,herfindahl_index,mqi_5d_trend,mqi_21d_trend,mqi_63d_trend
2024-05-24,Lithium_ETF,68.02,0.3322,0.1905,2.495,15.51,8.03,0.3412,-0.94,-3.34,-0.73
2024-05-27,Lithium_ETF,68.28,0.333,0.2364,2.577,15.02,7.71,0.3494,-0.16,-3.63,0.06
2024-05-28,Lithium_ETF,69.03,0.3309,0.2191,2.449,14.64,8.01,0.3496,0.52,-2.19,0.72
2024-05-29,Lithium_ETF,69.22,0.3349,0.2056,2.504,15.29,8.39,0.3441,0.35,-2.91,0.54
2024-05-30,Lithium_ETF,69.89,0.3316,0.2123,2.468,15.02,8.01,0.3493,1.39,-2.36,0.94
2024-05-31,Lithium_ETF,70.69,0.3403,0.205,2.455,15.56,8.14,0.353,2.67,-1.42,1.19
2024-06-03,Lithium_ETF,71.16,0.3551,0.2603,2.479,15.27,8.17,0.3532,2.88,-1.39,1.55
2024-06-04,Lithium_ETF,71.75,0.3644,0.2081,2.508,14.96,8.0,0.3459,2.72,-0.78,1.77
2024-06-05,Lithium_ETF,70.84,0.3591,0.2198,2.509,15.24,8.21,0.3482,1.62,-1.05,1.49
2024-06-06,Lithium_ETF,70.63,0.3646,0.2099,2.464,14.51,7.86,0.3475,0.74,-0.77,1.39
2024-06-07,Lithium_ETF,71.51,0.3608,0.1905,2.503,15.13,7.83,0.3397,0.82,0.6,2.11
2024-06-10,Lithium_ETF,71.47,0.357,0.2165,2.518,15.07,7.44,0.3439,0.31,0.21,1.56
2024-06-11,Lithium_ETF,71.37,0.3718,0.2127,2.426,15.16,8.1,0.3461,-0.38,1.03,1.47
2024-06-12,Lithium_ETF,70.89,0.383,0.2283,2.496,14.72,8.04,0.3558,0.05,1.37,1.54
2024-06-13,Lithium_ETF,71.02,0.3731,0.2002,2.451,14.92,7.87,0.3528,0.39,1.84,0.45
2024-06-14,Lithium_ETF,70.05,0.3663,0.2202,2.607,14.97,8.53,0.3451,-1.46,0.98,-1.05
2024-06-17,Lithium_ETF,69.75,0.3642,0.2463,2.431,14.42,8.08,0.3521,-1.72,0.79,-1.39
2024-06-18,Lithium_ETF,70.09,0.3675,0.2477,2.347,15.22,8.27,0.3491,-1.28,1.65,-0.57
2024-06-19,Lithium_ETF,70.42,0.385,0.2063,2.589,14.99,7.61,0.3494,-0.47,1.91,-0.62
2024-06-20,Lithium_ETF,70.7,0.3847,0.2462,2.426,15.67,7.85,0.3491,-0.32,1.83,0.23
2024-06-21,Lithium_ETF,70.27,0.3822,0.2626,2.302,14.56,8.02,0.3475,0.22,1.77,-0.15
2024-06-24,Lithium_ETF,69.99,0.3706,0.2313,2.5,15.16,8.01,0.3495,0.24,1.97,-0.31
2024-06-25,Lithium_ETF,70.81,0.3829,0.2001,2.574,15.21,8.21,0.3513,0.72,2.53,0.62
2024-06-26,Lithium_ETF,70.75,0.3931,0.1946,2.507,15.42,8.16,0.3453,0.33,1.72,0.87
2024-06-27,Lithium_ETF,70.49,0.4055,0.1854,2.436,15.41,8.25,0.3521,-0.21,1.27,0.08
2024-06-28,Lithium_ETF,70.72,0.411,0.2327,2.443,14.96,7.72,0.3491,0.45,0.83,0.45
2024-07-01,Lithium_ETF,69.76,0.4054,0.228,2.498,15.05,8.43,0.3384,-0.23,-0.93,0.6
2024-07-02,Lithium_ETF,70.05,0.3966,0.2316,2.516,14.98,8.03,0.3399,-0.76,-1.11,0.32
2024-07-03,Lithium_ETF,69.29,0.3965,0.2335,2.498,14.57,8.2,0.3512,-1.46,-2.46,0.19
2024-07-04,Lithium_ETF,69.78,0.3992,0.2209,2.541,15.23,8.54,0.3485,-0.71,-1.06,0.58
2024-07-05,Lithium_ETF,69.43,0.3918,0.2297,2.486,14.88,8.03,0.3548,-1.29,-1.2,0.29
2024-07-08,Lithium_ETF,69.6,0.392,0.2192,2.447,15.06,8.01,0.3476,-0.16,-1.91,0.38
2024-07-09,Lithium_ETF,70.68,0.3989,0.2136,2.453,15.56,7.87,0.3518,0.63,-0.79,1.14
2024-07-10,Lithium_ETF,70.57,0.403,0.2218,2.438,15.07,7.97,0.3488,1.28,-0.8,0.47
2024-07-11,Lithium_ETF,69.61,0.4038,0.2221,2.544,14.96,8.03,0.3449,-0.17,-1.28,-0.14
2024-07-12,Lithium_ETF,69.6,0.4099,0.2462,2.441,14.62,8.28,0.3473,0.17,-1.42,-0.37
2024-07-15,Lithium_ETF,70.03,0.4132,0.2002,2.665,15.15,8.11,0.3466,0.43,-0.02,-0.54
2024-07-16,Lithium_ETF,68.92,0.39,0.2271,2.457,15.47,7.93,0.3525,-1.76,-0.83,-2.31
2024-07-17,Lithium_ETF,68.1,0.3759,0.225,2.489,15.22,8.37,0.347,-2.47,-1.99,-3.11
2024-07-18,Lithium_ETF,67.7,0.3921,0.2386,2.579,15.38,7.99,0.35,-1.91,-2.72,-3.86
2024-07-19,Lithium_ETF,67.03,0.395,0.2303,2.5,15.56,8.11,0.3515,-2.57,-3.67,-4.34
2024-07-22,Lithium_ETF,68.16,0.4006,0.2334,2.517,14.7,8.05,0.3539,-1.87,-2.11,-3.2
2024-07-23,Lithium_ETF,68.26,0.4137,0.2157,2.343,14.95,8.01,0.3482,-0.66,-1.73,-3.1
2024-07-24,Lithium_ETF,69.25,0.4107,0.2059,2.383,15.24,8.16,0.3523,1.15,-1.56,-2.66
2024-07-25,Lithium_ETF,69.63,0.4221,0.2363,2.489,14.97,7.8,0.3552,1.93,-1.12,-1.59
2024-07-26,Lithium_ETF,68.56,0.415,0.2455,2.488,15.11,7.9,0.348,1.53,-1.93,-3.57
2024-07-29,Lithium_ETF,68.03,0.4421,0.2604,2.412,14.79,7.73,0.3449,-0.13,-2.69,-4.22
2024-07-30,Lithium_ETF,68.6,0.4439,0.2337,2.464,14.9,8.2,0.3554,0.34,-1.16,-3.51
2024-07-31,Lithium_ETF,68.26,0.4414,0.2429,2.449,15.3,8.05,0.3468,-0.99,-1.79,-4.29
2024-08-01,Lithium_ETF,68.3,0.4375,0.2379,2.521,14.65,7.81,0.3428,-1.33,-0.99,-4.23
2024-08-02,Lithium_ETF,68.04,0.4386,0.2097,2.511,14.94,7.78,0.3532,-0.52,-1.74,-3.85
2024-08-05,Lithium_ETF,67.54,0.4391,0.205,2.557,14.9,8.0,0.3513,-0.49,-1.89,-3.86
2024-08-06,Lithium_ETF,67.97,0.4291,0.2286,2.54,15.03,7.68,0.3504,-0.63,-1.63,-2.94
2024-08-07,Lithium_ETF,67.8,0.4287,0.1925,2.392,14.66,7.84,0.3488,-0.46,-2.88,-3.46
2024-08-08,Lithium_ETF,67.45,0.4462,0.2489,2.536,15.31,8.15,0.3512,-0.85,-3.12,-2.89
2024-08-09,Lithium_ETF,67.27,0.4424,0.2277,2.451,15.14,7.69,0.3592,-0.77,-2.34,-2.25
2024-08-12,Lithium_ETF,67.45,0.4318,0.1965,2.461,14.69,8.21,0.3502,-0.09,-2.15,-1.73
2024-08-13,Lithium_ETF,66.63,0.4401,0.2211,2.449,15.29,8.11,0.3569,-1.34,-3.4,-2.44
2024-08-14,Lithium_ETF,66.64,0.4403,0.2001,2.428,14.53,8.07,0.3522,-1.16,-2.28,-2.32
2024-08-15,Lithium_ETF,66.77,0.4497,0.206,2.442,15.16,8.03,0.3617,-0.68,-1.33,-1.67
2024-08-16,Lithium_ETF,66.71,0.4727,0.2125,2.277,14.62,7.87,0.3457,-0.56,-0.99,-1.8
2024-08-19,Lithium_ETF,66.88,0.4861,0.215,2.452,15.09,8.23,0.3489,-0.57,-0.15,-1.99
2024-08-20,Lithium_ETF,66.7,0.4979,0.2127,2.524,14.82,8.0,0.3468,0.07,-1.46,-1.8
2024-08-21,Lithium_ETF,66.2,0.5017,0.2327,2.564,14.35,8.01,0.3435,-0.44,-2.06,-1.82
2024-08-22,Lithium_ETF,65.5,0.4999,0.2337,2.451,14.97,7.62,0.3457,-1.27,-3.75,-2.78
2024-08-23,Lithium_ETF,65.67,0.5004,0.2377,2.439,15.05,8.22,0.3506,-1.04,-3.96,-3.36
2024-08-26,Lithium_ETF,66.08,0.5051,0.2149,2.527,14.9,8.3,0.3544,-0.8,-2.48,-3.14
2024-08-27,Lithium_ETF,66.54,0.4949,0.235,2.429,15.08,8.07,0.355,-0.16,-1.49,-3.35
2024-08-28,Lithium_ETF,66.79,0.497,0.2248,2.544,15.18,7.82,0.3557,0.59,-1.81,-3.9
2024-08-29,Lithium_ETF,66.89,0.485,0.229,2.491,14.97,8.02,0.351,1.39,-1.37,-4.27
2024-08-30,Lithium_ETF,66.96,0.477,0.2355,2.475,14.91,8.19,0.3518,1.29,-1.34,-4.79
2024-09-02,Lithium_ETF,67.66,0.4736,0.2311,2.557,14.8,7.92,0.3492,1.58,-0.38,-3.18
2024-09-03,Lithium_ETF,67.96,0.4683,0.2411,2.439,15.53,7.83,0.3469,1.42,0.42,-2.67
2024-09-04,Lithium_ETF,68.7,0.4766,0.1839,2.308,15.56,8.01,0.3388,1.91,0.73,-2.81
2024-09-05,Lithium_ETF,69.2,0.4971,0.2461,2.375,15.36,7.74,0.3477,2.31,1.4,-2.27
2024-09-06,Lithium_ETF,68.6,0.4966,0.1744,2.495,14.94,8.28,0.3488,1.64,1.15,-2.77
2024-09-09,Lithium_ETF,68.79,0.4981,0.2234,2.453,15.44,8.15,0.3549,1.13,1.52,-2.1
2024-09-10,Lithium_ETF,68.78,0.4929,0.2258,2.431,15.24,8.12,0.3539,0.82,1.33,-2.24
2024-09-11,Lithium_ETF,68.62,0.4978,0.2021,2.504,15.25,8.04,0.3458,-0.08,1.99,-1.43
2024-09-12,Lithium_ETF,69.45,0.482,0.2115,2.519,14.63,7.62,0.3552,0.25,2.81,-0.3
2024-09-13,Lithium_ETF,69.79,0.4849,0.2222,2.48,15.48,8.33,0.3499,1.19,3.02,-0.3
2024-09-16,Lithium_ETF,69.63,0.4748,0.2024,2.428,14.8,7.82,0.3412,0.84,2.92,-0.79
2024-09-17,Lithium_ETF,70.01,0.4745,0.2109,2.601,14.7,7.45,0.3521,1.23,3.13,-0.69
2024-09-18,Lithium_ETF,69.7,0.4804,0.2148,2.46,14.57,8.15,0.3513,1.08,3.0,-0.57
2024-09-19,Lithium_ETF,69.84,0.4835,0.2369,2.362,15.35,8.28,0.3557,0.39,3.64,-0.15
2024-09-20,Lithium_ETF,70.21,0.4842,0.2046,2.495,15.38,7.6,0.3501,0.42,4.71,-0.6
2024-09-23,Lithium_ETF,70.3,0.4943,0.1995,2.498,15.33,7.56,0.3385,0.67,4.63,-0.45
2024-09-24,Lithium_ETF,70.2,0.4915,0.2343,2.419,14.67,7.42,0.3437,0.19,4.12,-0.29
2024-09-25,Lithium_ETF,69.5,0.4893,0.2017,2.627,15.13,7.93,0.3561,-0.2,2.96,-1.22
2024-09-26,Lithium_ETF,69.37,0.4871,0.2271,2.664,15.13,8.07,0.3499,-0.47,2.58,-0.39
2024-09-27,Lithium_ETF,68.9,0.4924,0.2,2.438,15.12,7.98,0.3357,-1.31,2.01,-1.15
2024-09-30,Lithium_ETF,68.28,0.4773,0.2358,2.517,15.03,8.44,0.3522,-2.02,1.32,-1.01
2024-10-01,Lithium_ETF,68.54,0.4584,0.2494,2.527,14.68,8.59,0.3459,-1.66,0.88,-1.24
2024-10-02,Lithium_ETF,68.73,0.4653,0.1833,2.527,14.67,8.22,0.3444,-0.77,0.77,-0.7
2024-10-03,Lithium_ETF,68.89,0.4706,0.2237,2.443,15.07,7.62,0.3491,-0.48,0.19,-0.71
2024-10-04,Lithium_ETF,68.77,0.4807,0.2275,2.555,15.01,7.65,0.3581,-0.13,-0.43,-1.91
2024-10-07,Lithium_ETF,69.05,0.4801,0.227,2.564,14.26,7.97,0.3512,0.77,0.45,-1.52
2024-10-08,Lithium_ETF,68.74,0.4931,0.2239,2.48,14.94,7.96,0.3492,0.2,-0.05,-0.87
2024-10-09,Lithium_ETF,68.84,0.487,0.2478,2.497,15.03,7.73,0.3459,0.11,0.06,-0.76
2024-10-10,Lithium_ETF,68.52,0.4876,0.2003,2.512,14.88,7.73,0.3425,-0.37,-0.1,-1.51
2024-10-11,Lithium_ETF,69.03,0.4855,0.2163,2.517,14.4,8.29,0.3446,0.26,-0.42,0.11
2024-10-14,Lithium_ETF,68.25,0.4778,0.2171,2.485,14.83,7.34,0.3526,-0.8,-1.54,0.15
2024-10-15,Lithium_ETF,68.74,0.478,0.1813,2.516,14.59,8.3,0.3448,0.0,-0.89,1.04
2024-10-16,Lithium_ETF,68.35,0.4772,0.2282,2.411,15.13,7.88,0.3366,-0.49,-1.66,1.32
2024-10-17,Lithium_ETF,67.59,0.4762,0.182,2.526,14.68,8.06,0.3525,-0.93,-2.11,-0.57
2024-10-18,Lithium_ETF,68.72,0.4819,0.1734,2.578,15.27,7.74,0.3496,-0.31,-1.12,0.46
2024-10-21,Lithium_ETF,68.98,0.4728,0.2107,2.44,15.39,7.92,0.3521,0.73,-1.23,-0.27
2024-10-22,Lithium_ETF,69.49,0.4752,0.2002,2.626,14.48,7.72,0.3598,0.75,-0.81,-0.14
2024-10-23,Lithium_ETF,70.0,0.4783,0.2119,2.538,14.75,7.64,0.3479,1.65,-0.2,1.44
2024-10-24,Lithium_ETF,70.12,0.478,0.227,2.474,15.11,8.13,0.3511,2.53,0.62,2.09
2024-10-25,Lithium_ETF,71.08,0.4638,0.2147,2.545,14.94,8.26,0.356,2.36,1.71,2.48
2024-10-28,Lithium_ETF,71.51,0.4538,0.2116,2.48,15.37,7.88,0.3475,2.53,2.61,3.25
2024-10-29,Lithium_ETF,71.18,0.4506,0.2047,2.578,15.59,8.17,0.3556,1.69,2.9,2.88
2024-10-30,Lithium_ETF,70.98,0.4548,0.2028,2.476,14.88,7.69,0.3476,0.98,2.44,2.94
2024-10-31,Lithium_ETF,71.21,0.4543,0.2457,2.395,15.0,8.33,0.352,1.09,2.48,3.67
2024-11-01,Lithium_ETF,70.42,0.4407,0.1843,2.578,15.05,8.12,0.339,-0.66,1.53,2.45
2024-11-04,Lithium_ETF,69.41,0.4303,0.2449,2.507,14.75,8.03,0.3427,-2.1,0.64,1.61
2024-11-05,Lithium_ETF,68.71,0.4284,0.2521,2.428,14.72,8.19,0.3465,-2.47,-0.34,1.26
2024-11-06,Lithium_ETF,68.47,0.421,0.2431,2.429,15.09,7.56,0.3411,-2.51,-0.27,1.2
2024-11-07,Lithium_ETF,67.93,0.4096,0.2006,2.481,15.41,8.06,0.3487,-3.28,-0.91,0.48
2024-11-08,Lithium_ETF,67.89,0.3947,0.2007,2.509,14.73,8.09,0.3463,-2.53,-0.63,1.26
2024-11-11,Lithium_ETF,67.16,0.3864,0.2147,2.474,15.5,8.13,0.3502,-2.25,-1.87,0.52
2024-11-12,Lithium_ETF,66.83,0.3929,0.2178,2.513,14.98,8.0,0.3472,-1.88,-1.42,0.06
2024-11-13,Lithium_ETF,67.07,0.4002,0.2177,2.582,14.96,7.95,0.3477,-1.4,-1.67,0.36
2024-11-14,Lithium_ETF,67.59,0.3933,0.2005,2.62,15.1,7.58,0.362,-0.34,-0.76,0.71
2024-11-15,Lithium_ETF,67.19,0.4039,0.2331,2.563,15.59,8.09,0.3544,-0.7,-0.4,0.49
2024-11-18,Lithium_ETF,68.1,0.4123,0.1981,2.568,14.46,7.93,0.353,0.94,-0.62,1.9
2024-11-19,Lithium_ETF,68.86,0.4175,0.2484,2.631,15.24,8.32,0.3518,2.03,-0.12,3.36
2024-11-20,Lithium_ETF,68.65,0.427,0.2204,2.275,14.46,7.92,0.3526,1.58,-0.84,2.98
2024-11-21,Lithium_ETF,69.0,0.4302,0.2406,2.657,15.32,8.25,0.3457,1.41,-1.0,2.92
2024-11-22,Lithium_ETF,68.73,0.4278,0.2357,2.471,15.37,8.32,0.3481,1.54,-1.39,2.19
2024-11-25,Lithium_ETF,68.73,0.4369,0.244,2.619,15.15,8.08,0.361,0.63,-2.35,1.94
2024-11-26,Lithium_ETF,69.14,0.4337,0.214,2.628,15.16,7.92,0.3528,0.28,-2.37,2.25
2024-11-27,Lithium_ETF,68.62,0.4378,0.2004,2.541,15.42,7.71,0.3507,-0.03,-2.56,1.66
2024-11-28,Lithium_ETF,68.47,0.4327,0.1798,2.531,14.99,8.3,0.3543,-0.53,-2.51,0.81
2024-11-29,Lithium_ETF,68.15,0.4342,0.2048,2.431,14.82,7.86,0.3449,-0.58,-3.06,0.19
2024-12-02,Lithium_ETF,68.53,0.4389,0.2087,2.348,15.08,7.86,0.3487,-0.2,-1.89,-0.17
2024-12-03,Lithium_ETF,67.74,0.4274,0.2421,2.474,15.38,8.12,0.352,-1.4,-1.67,-1.46
2024-12-04,Lithium_ETF,67.81,0.4302,0.2108,2.649,15.05,7.95,0.3531,-0.81,-0.9,-0.79
2024-12-05,Lithium_ETF,68.49,0.4151,0.2327,2.548,14.97,8.19,0.3541,0.02,0.02,-0.3
2024-12-06,Lithium_ETF,68.23,0.4089,0.2436,2.478,15.08,7.98,0.3472,0.08,0.3,-0.55
2024-12-09,Lithium_ETF,68.27,0.4147,0.2401,2.522,14.94,8.0,0.3508,-0.26,0.38,-0.35
2024-12-10,Lithium_ETF,68.52,0.4094,0.2131,2.477,14.96,7.79,0.3491,0.78,1.36,-0.93
2024-12-11,Lithium_ETF,67.91,0.4234,0.2365,2.473,14.62,8.01,0.3484,0.1,1.08,-1.88
2024-12-12,Lithium_ETF,67.83,0.4235,0.22,2.531,14.85,8.13,0.3405,-0.66,0.76,-1.8
2024-12-13,Lithium_ETF,67.73,0.4207,0.2208,2.564,15.3,8.26,0.3435,-0.5,0.14,-2.28
2024-12-16,Lithium_ETF,66.73,0.4256,0.2169,2.52,15.09,7.95,0.3525,-1.54,-0.46,-2.97
2024-12-17,Lithium_ETF,67.42,0.4184,0.2562,2.52,14.86,8.17,0.3503,-1.1,-0.68,-2.42
2024-12-18,Lithium_ETF,67.37,0.4128,0.2269,2.585,14.81,8.16,0.3569,-0.54,-1.49,-2.84
2024-12-19,Lithium_ETF,66.4,0.4058,0.2266,2.592,14.78,8.3,0.3544,-1.43,-2.25,-3.9
2024-12-20,Lithium_ETF,66.09,0.4197,0.1837,2.663,14.81,8.13,0.3507,-1.64,-2.91,-4.11
2024-12-23,Lithium_ETF,65.74,0.4261,0.2256,2.431,14.4,7.99,0.348,-0.99,-2.99,-3.76
2024-12-24,Lithium_ETF,66.25,0.4157,0.2103,2.65,14.92,8.29,0.3493,-1.17,-2.48,-3.12
2024-12-25,Lithium_ETF,66.79,0.4302,0.2209,2.586,14.89,7.84,0.3585,-0.58,-2.35,-2.11
2024-12-26,Lithium_ETF,66.78,0.4344,0.1987,2.452,15.08,8.05,0.3458,0.38,-1.84,-1.5
2024-12-27,Lithium_ETF,66.56,0.443,0.2368,2.477,14.71,8.02,0.352,0.47,-1.91,-1.98
2024-12-30,Lithium_ETF,67.65,0.4306,0.2294,2.453,15.04,7.65,0.3497,1.91,-0.5,-1.08
2024-12-31,Lithium_ETF,68.92,0.4404,0.1986,2.518,14.83,8.06,0.3557,2.67,0.39,0.03
2014-01-02,Cobalt_Index,74.32,0.5453,0.6319,3.996,21.96,12.52,0.447,,,
2014-01-03,Cobalt_Index,73.8,0.5451,0.6585,4.047,21.73,11.92,0.4459,,,
2014-01-06,Cobalt_Index,74.01,0.5567,0.6309,4.132,22.22,12.54,0.4495,,,
2014-01-07,Cobalt_Index,74.56,0.5733,0.6518,4.291,21.73,11.94,0.448,,,
2014-01-08,Cobalt_Index,74.12,0.5783,0.6513,4.171,22.09,11.89,0.4531,,,
2014-01-09,Cobalt_Index,73.77,0.5884,0.6313,4.26,21.76,11.85,0.4424,-0.55,,
2014-01-10,Cobalt_Index,72.96,0.5733,0.6358,4.037,22.67,11.4,0.4591,-0.84,,
2014-01-13,Cobalt_Index,72.83,0.5819,0.6414,4.011,23.04,11.97,0.4529,-1.18,,
2014-01-14,Cobalt_Index,73.05,0.5792,0.663,3.975,21.83,12.15,0.4533,-1.51,,
2014-01-15,Cobalt_Index,73.15,0.5887,0.6465,4.142,21.99,11.66,0.451,-0.97,,
2014-01-16,Cobalt_Index,73.04,0.592,0.6515,4.163,21.86,11.84,0.4417,-0.73,,
2014-01-17,Cobalt_Index,73.85,0.5872,0.6442,4.113,22.83,11.92,0.4492,0.89,,
2014-01-20,Cobalt_Index,74.09,0.6052,0.6269,3.867,21.67,11.87,0.4557,1.26,,
2014-01-21,Cobalt_Index,73.33,0.6094,0.6423,4.065,21.84,12.14,0.4469,0.28,,
2014-01-22,Cobalt_Index,73.33,0.6018,0.653,4.205,22.15,11.19,0.4582,0.18,,
2014-01-23,Cobalt_Index,73.53,0.5944,0.659,4.162,22.03,12.24,0.4502,0.49,,
2014-01-24,Cobalt_Index,73.3,0.6057,0.6515,4.232,21.72,11.82,0.4506,-0.55,,
2014-01-27,Cobalt_Index,74.43,0.6102,0.6188,4.11,21.48,11.68,0.4531,0.34,,
2014-01-28,Cobalt_Index,74.77,0.6126,0.6257,4.198,21.97,12.57,0.4484,1.44,,
2014-01-29,Cobalt_Index,74.83,0.605,0.6155,3.972,22.64,11.89,0.4518,1.5,,
2014-01-30,Cobalt_Index,74.14,0.613,0.6338,4.086,21.72,11.54,0.4459,0.61,,
2014-01-31,Cobalt_Index,73.8,0.6164,0.6101,4.191,21.22,12.01,0.4485,0.5,-0.52,
2014-02-03,Cobalt_Index,73.7,0.6193,0.6297,4.208,21.37,10.92,0.448,-0.73,-0.1,
2014-02-04,Cobalt_Index,73.82,0.618,0.6829,4.083,21.39,12.12,0.4539,-0.95,-0.19,
2014-02-05,Cobalt_Index,73.78,0.6257,0.6566,4.128,21.84,12.46,0.4473,-1.05,-0.78,
2014-02-06,Cobalt_Index,73.12,0.6226,0.653,4.024,21.25,11.77,0.4478,-1.02,-1.0,
2014-02-07,Cobalt_Index,73.83,0.6296,0.6163,4.159,22.55,11.42,0.4385,0.03,0.06,
2014-02-10,Cobalt_Index,72.92,0.6272,0.6353,4.136,22.17,11.53,0.4451,-0.78,-0.04,
2014-02-11,Cobalt_Index,72.95,0.6152,0.651,4.19,21.94,11.71,0.4514,-0.87,0.12,
2014-02-12,Cobalt_Index,73.51,0.6108,0.6679,4.129,22.45,12.72,0.4507,-0.27,0.46,
2014-02-13,Cobalt_Index,73.46,0.6173,0.6382,4.113,21.96,12.57,0.4565,0.34,0.31,
2014-02-14,Cobalt_Index,73.62,0.6137,0.6356,4.088,22.32,12.11,0.4518,-0.21,0.58,
2014-02-17,Cobalt_Index,73.76,0.6052,0.6565,4.026,21.7,11.97,0.4486,0.84,-0.09,
2014-02-18,Cobalt_Index,74.37,0.6058,0.669,4.181,22.37,11.04,0.447,1.42,0.28,
2014-02-19,Cobalt_Index,73.93,0.5953,0.6282,4.015,22.41,11.84,0.4497,0.42,0.6,
2014-02-20,Cobalt_Index,73.83,0.5908,0.6411,4.126,22.3,11.78,0.448,0.37,0.5,
2014-02-21,Cobalt_Index,73.49,0.5843,0.6306,4.043,22.38,11.81,0.4501,-0.13,-0.04,
2014-02-24,Cobalt_Index,73.16,0.5763,0.6294,4.103,22.18,11.58,0.44,-0.6,-0.14,
2014-02-25,Cobalt_Index,73.15,0.5681,0.6161,4.188,22.46,12.09,0.455,-1.22,-1.28,
2014-02-26,Cobalt_Index,73.13,0.5645,0.6358,3.828,21.45,12.09,0.4514,-0.8,-1.64,
2014-02-27,Cobalt_Index,73.88,0.564,0.6573,4.016,22.69,11.74,0.4468,0.05,-0.95,
2014-02-28,Cobalt_Index,74.35,0.5621,0.6057,4.225,22.53,11.66,0.4437,0.86,0.21,
2014-03-03,Cobalt_Index,75.25,0.5585,0.6152,4.225,22.46,12.19,0.4473,2.09,1.45,
2014-03-04,Cobalt_Index,75.68,0.5597,0.6837,4.049,22.37,11.76,0.4509,2.53,1.98,
2014-03-05,Cobalt_Index,75.24,0.5433,0.6821,3.978,22.31,11.96,0.4593,2.11,1.42,
2014-03-06,Cobalt_Index,75.18,0.5643,0.6407,4.202,21.9,12.18,0.4379,1.3,1.4,
2014-03-07,Cobalt_Index,75.39,0.5607,0.6596,4.171,22.26,12.01,0.4448,1.04,2.27,
2014-03-10,Cobalt_Index,76.18,0.545,0.6512,3.992,21.54,12.69,0.4552,0.93,2.35,
2014-03-11,Cobalt_Index,75.73,0.5476,0.6658,4.311,21.92,12.06,0.453,0.05,2.81,
2014-03-12,Cobalt_Index,76.34,0.5484,0.6329,4.046,22.08,11.82,0.4475,1.1,3.39,
2014-03-13,Cobalt_Index,76.74,0.5363,0.657,4.391,22.4,12.16,0.4518,1.56,3.23,
2014-03-14,Cobalt_Index,76.42,0.5364,0.6241,4.106,22.01,11.8,0.4502,1.03,2.96,
2014-03-17,Cobalt_Index,77.1,0.5439,0.6692,4.091,22.09,12.21,0.4459,0.92,3.48,
2014-03-18,Cobalt_Index,76.55,0.5283,0.6364,4.167,21.98,12.01,0.4486,0.82,2.79,
2014-03-19,Cobalt_Index,76.69,0.5208,0.6508,4.016,22.06,12.25,0.4499,0.35,2.32,
2014-03-20,Cobalt_Index,75.98,0.5182,0.644,4.041,22.21,12.21,0.443,-0.76,2.05,
2014-03-21,Cobalt_Index,75.71,0.5167,0.6749,3.897,22.01,12.24,0.4472,-0.71,1.88,
2014-03-24,Cobalt_Index,75.67,0.5151,0.634,4.198,21.72,12.35,0.448,-1.43,2.18,
2014-03-25,Cobalt_Index,75.82,0.5231,0.6277,4.168,22.09,11.38,0.4537,-0.73,2.66,
2014-03-26,Cobalt_Index,75.4,0.5085,0.6729,4.237,21.96,11.71,0.442,-1.29,2.25,
2014-03-27,Cobalt_Index,75.23,0.5058,0.6055,4.22,22.85,11.97,0.4539,-0.75,2.1,
2014-03-28,Cobalt_Index,74.98,0.5037,0.6413,4.375,21.82,12.01,0.4542,-0.73,1.1,
2014-03-31,Cobalt_Index,75.46,0.5026,0.6413,3.968,21.32,11.97,0.4593,-0.21,1.11,
2014-04-01,Cobalt_Index,75.06,0.5039,0.6464,4.189,22.14,11.77,0.4598,-0.76,-0.19,0.74
2014-04-02,Cobalt_Index,75.46,0.5124,0.6563,4.31,22.11,12.05,0.4499,0.06,-0.22,1.66
2014-04-03,Cobalt_Index,75.3,0.5025,0.6449,4.006,21.96,11.77,0.445,0.07,0.06,1.29
2014-04-04,Cobalt_Index,74.41,0.4997,0.6411,3.891,21.28,12.41,0.4548,-0.57,-0.77,-0.15
2014-04-07,Cobalt_Index,74.9,0.5071,0.6289,3.921,22.21,12.43,0.4437,-0.56,-0.49,0.78
2014-04-08,Cobalt_Index,75.01,0.506,0.6267,3.985,21.1,12.04,0.4584,-0.05,-1.17,1.24
2014-04-09,Cobalt_Index,75.14,0.5126,0.6465,4.03,22.81,12.78,0.4432,-0.32,-0.59,2.18
2014-04-10,Cobalt_Index,74.48,0.4967,0.6564,3.98,22.27,11.92,0.4513,-0.82,-1.86,1.65
2014-04-11,Cobalt_Index,73.99,0.493,0.6736,4.053,21.66,12.08,0.4501,-0.42,-2.75,0.94
2014-04-14,Cobalt_Index,74.01,0.4985,0.6265,3.946,22.26,11.76,0.4525,-0.89,-2.41,0.86
2014-04-15,Cobalt_Index,73.72,0.5003,0.64,4.015,21.65,11.48,0.4497,-1.29,-3.38,0.68
2014-04-16,Cobalt_Index,74.01,0.4931,0.6588,3.876,21.98,12.54,0.4562,-1.13,-2.54,0.16
2014-04-17,Cobalt_Index,74.5,0.4911,0.6351,3.983,20.99,11.81,0.4516,0.02,-2.19,0.41
2014-04-18,Cobalt_Index,74.28,0.4845,0.6632,4.015,22.0,11.66,0.4489,0.29,-1.7,0.95
