material_id,formula,n_elements,crystal_system,spacegroup_number,category,formation_energy_per_atom_eV,energy_above_hull_eV,band_gap_eV,is_metal,bulk_modulus_GPa,shear_modulus_GPa,poisson_ratio,density_g_cm3,nsites,volume_A3,melting_point_K,is_stable
mp-465802,Ta4B4Mn3,3,monoclinic,6,Semiconductor,-0.6616,0.0337,1.676,0,60.5,18.99,0.3628,6.3,8,516.63,956.0,1
mp-498091,Ni2Re2Ag,3,hexagonal,194,Alloy,-0.6516,0.0147,0.0,1,119.87,69.77,0.2598,10.835,6,688.07,2081.0,1
mp-331047,AlCd2,2,trigonal,155,Oxide,-3.8164,0.0041,5.894,0,215.23,130.15,0.2497,6.174,4,344.19,2240.0,1
mp-76372,Ge3,1,trigonal,167,Ceramic,-2.5039,0.0054,2.462,0,107.04,60.33,0.2556,5.288,2,110.59,3289.0,1
mp-829734,Zr3Sc3,2,cubic,223,Nitride,-0.3538,0.0424,0.243,0,270.86,114.09,0.306,5.078,16,845.46,531.0,1
mp-909680,Ge2Cl2,2,tetragonal,103,Alloy,-0.316,0.0179,0.0,1,161.42,136.22,0.18,11.125,12,2241.58,2924.0,1
mp-133662,Sr2Ag2,2,hexagonal,185,Metal,-0.3194,0.0581,0.0,1,202.06,108.05,0.259,2.977,8,247.52,1531.0,0
mp-68111,MnBr4,2,trigonal,145,Perovskite,-2.0892,0.0444,2.386,0,62.26,42.85,0.2103,3.828,4,143.37,601.0,1
mp-449008,FeTa,2,trigonal,149,Semiconductor,-0.7294,0.098,2.435,0,91.2,52.67,0.255,3.226,4,159.41,1205.0,0
mp-460539,Ru2C,2,cubic,207,Intermetallic,-1.1798,0.163,0.0,1,171.54,52.99,0.3604,16.785,2,403.44,1415.0,0
mp-68910,PSi4Fe,3,tetragonal,114,Nitride,-0.997,0.0236,1.639,0,267.98,148.57,0.2561,4.278,16,464.81,1226.0,1
mp-20080,As2Ni,2,orthorhombic,58,Alloy,-1.9644,0.0112,0.0,1,68.41,29.35,0.3214,5.528,6,258.49,965.0,1
mp-671343,Mg4P,2,cubic,209,Sulfide,-2.0789,0.0222,1.364,0,98.4,27.82,0.361,5.558,12,573.83,1124.0,1
mp-284935,HeAg2,2,hexagonal,180,Metal,0.214,0.0567,0.0,1,122.3,23.51,0.4041,7.794,16,1600.32,427.0,0
mp-551032,Zr3Ar2,2,tetragonal,112,Intermetallic,-0.389,0.0355,0.0,1,115.17,55.04,0.3015,6.912,4,200.18,1460.0,1
mp-272408,Li3As,2,tetragonal,119,Sulfide,0.0285,0.1338,3.078,0,148.7,79.92,0.2944,8.83,6,898.57,1776.0,0
mp-665302,Mg2Ni3Sr3,3,tetragonal,91,Semiconductor,-1.2808,0.0501,1.943,0,54.89,26.77,0.2894,0.5,6,38.57,1979.0,0
mp-812608,As3Cd2,2,trigonal,158,Perovskite,-3.5,0.0593,1.168,0,80.41,32.42,0.3192,5.746,16,1126.6,1691.0,0
mp-816592,Bi3Mo,2,cubic,209,Oxide,-3.1802,0.0013,4.142,0,142.34,102.18,0.2159,2.402,16,335.78,2225.0,1
mp-831848,La3Sb2Ca3,3,cubic,205,Semiconductor,-0.1902,0.0228,1.749,0,36.24,19.27,0.2776,1.76,4,86.45,1026.0,1
mp-825776,Bi2Pb3Sr,3,cubic,198,Metal,-1.6332,0.0918,0.0,1,253.33,86.13,0.3515,12.312,2,320.32,1664.0,0
mp-174216,As4P2,2,triclinic,1,Intermetallic,-1.3075,0.017,0.0,1,139.84,56.53,0.3193,7.067,16,1106.6,2315.0,1
mp-611316,Pb4Y2,2,monoclinic,14,Semiconductor,-1.6412,0.0344,0.84,0,161.02,94.71,0.2549,3.642,6,238.83,960.0,1
mp-280835,ScAu4Ag4,3,cubic,219,Oxide,-2.8335,0.0001,6.24,0,108.96,52.05,0.3048,4.102,12,460.76,2601.0,1
mp-387444,RuMn4,2,tetragonal,107,Ceramic,-1.8375,0.0244,5.424,0,116.72,75.83,0.2247,3.25,8,290.13,1583.0,1
mp-114144,Ti2PtNe2Ar,4,trigonal,156,Perovskite,-2.2086,0.0004,0.413,0,52.73,29.23,0.2784,4.638,24,1881.88,909.0,1
mp-535094,Ce4W4,2,hexagonal,189,Boride,-1.4498,0.005,1.792,0,320.73,142.78,0.287,0.5,4,26.12,1468.0,1
mp-249469,Ge2WRh4,3,orthorhombic,17,Metal,-1.048,0.0129,0.0,1,240.6,59.55,0.3889,10.662,6,599.27,2192.0,1
mp-152266,Ir2VCu,3,orthorhombic,55,Intermetallic,-1.2354,0.0519,0.0,1,156.07,95.44,0.2603,6.088,16,1418.32,2951.0,0
mp-693899,Mo3Ga3,2,orthorhombic,22,Silicate,-3.8112,0.0171,6.81,0,96.42,47.19,0.2706,5.57,2,139.89,1836.0,1
mp-734888,As2Cl3,2,monoclinic,8,Ceramic,-5.7009,0.0326,7.392,0,146.21,81.02,0.281,7.529,6,854.24,1851.0,1
mp-826798,Sr2Cu,2,monoclinic,7,Boride,-1.1419,0.0515,0.333,0,332.39,33.49,0.45,8.351,6,646.01,750.0,0
mp-419158,H4Ta2,2,cubic,203,Halide,-4.1344,0.0074,6.423,0,71.5,39.4,0.2649,0.5,8,47.42,627.0,1
mp-814727,Se3,1,trigonal,163,Nitride,-0.5252,0.0064,0.733,0,223.96,177.61,0.1832,6.1,4,378.43,1905.0,1
mp-930990,AlLi,2,cubic,224,Halide,-4.0822,0.0404,4.849,0,23.16,8.21,0.3377,5.034,6,301.85,1765.0,1
mp-640222,Fe3Mn4Bi4,3,cubic,201,Sulfide,-0.6761,0.0288,2.732,0,140.33,81.17,0.2559,2.694,8,236.84,1404.0,1
mp-112532,He3,1,triclinic,1,Nitride,-1.7082,0.0171,0.109,0,137.41,63.99,0.3122,2.066,12,360.77,798.0,1
mp-56152,SeSb4,2,trigonal,166,Phosphide,-0.802,0.0293,0.237,0,134.77,84.5,0.2527,1.646,12,271.68,2073.0,1
mp-257665,Sb4O3,2,cubic,211,Oxide,-2.2756,0.0097,8.545,0,313.67,172.64,0.2386,5.615,4,217.54,2302.0,1
mp-694118,Sc2Zn2,2,tetragonal,109,Semiconductor,-1.6389,0.0049,0.911,0,65.54,29.71,0.2968,3.142,8,215.13,398.0,1
mp-223128,Al2W,2,cubic,221,Semiconductor,-0.398,0.062,0.967,0,48.83,33.98,0.2226,3.458,16,252.94,2319.0,0
mp-830569,MgTe4,2,orthorhombic,65,Sulfide,-0.7696,0.0034,2.226,0,35.61,8.65,0.3896,5.662,8,578.79,315.0,1
mp-956457,Ar2Se3Ga3Cd3,4,triclinic,2,Intermetallic,0.5393,0.2264,0.0,1,176.59,91.75,0.274,4.517,12,418.56,1452.0,0
mp-755035,AsTiCd2,3,cubic,208,Metal,-0.7511,0.1988,0.0,1,43.61,17.55,0.3264,8.303,12,829.69,1046.0,0
mp-352275,La,1,orthorhombic,20,Ceramic,-1.6887,0.3199,4.882,0,195.69,125.12,0.2362,5.012,12,973.76,1743.0,0
mp-314946,W4H4,2,cubic,218,Metal,0.1822,0.0982,0.0,1,186.71,65.19,0.3382,11.297,6,487.37,1270.0,0
mp-818655,Ga4In3,2,monoclinic,11,Semiconductor,0.8983,0.106,1.635,0,32.42,9.76,0.353,1.427,8,212.09,504.0,0
mp-330296,Pb4O2,2,hexagonal,179,Oxide,-0.9852,0.1522,2.925,0,24.13,9.89,0.3195,3.42,2,53.74,2083.0,0
mp-172663,Ni2OsHf3,3,monoclinic,8,Sulfide,-0.5294,0.0236,0.734,0,46.78,16.66,0.3335,5.403,8,323.48,1210.0,1
mp-540502,Re3Ga3,2,trigonal,146,Silicate,-3.3841,0.0062,4.588,0,141.51,43.65,0.3584,3.597,8,285.66,1731.0,1
mp-676971,Ge4Pd4Re2,3,tetragonal,123,Metal,-3.1694,0.02,0.0,1,142.29,53.78,0.3241,11.396,4,421.86,1898.0,1
mp-377735,K2Ce,2,orthorhombic,57,Metal,-0.1758,0.0533,0.0,1,178.64,72.15,0.325,9.537,8,832.87,2482.0,0
mp-813486,Br4Mg4,2,trigonal,146,Ceramic,-3.7735,0.0269,7.274,0,165.67,70.08,0.3078,3.019,12,318.91,2393.0,1
mp-868878,N4Na2,2,cubic,203,Ceramic,-3.058,0.0073,7.971,0,416.78,359.36,0.168,2.232,8,241.73,2851.0,1
mp-579269,Nb3Mg,2,cubic,218,Intermetallic,0.2135,0.1607,0.0,1,76.2,79.84,0.1059,7.281,4,419.25,2051.0,0
mp-487554,LiLa2Mg2,3,cubic,202,Oxide,-3.9385,0.0202,5.601,0,16.75,10.78,0.2318,5.973,6,488.89,2490.0,1
mp-925227,SbLa2,2,cubic,213,Alloy,0.1513,0.0762,0.0,1,164.88,120.66,0.2172,1.362,8,135.79,1713.0,0
mp-55216,Co2Pt4Zr4,3,orthorhombic,51,Metal,-2.0009,0.0144,0.0,1,203.86,73.77,0.3393,8.466,4,628.57,1271.0,1
mp-947926,F4Sc2He2,3,monoclinic,15,Metal,-0.7539,0.0904,0.0,1,183.7,85.43,0.2972,6.884,8,406.42,2428.0,0
mp-250848,Zr,1,hexagonal,171,Halide,-4.4844,0.0007,2.217,0,42.95,23.08,0.2658,6.62,8,1074.72,1070.0,1
mp-80231,Pd3Nb4Ga4,3,orthorhombic,46,Alloy,-0.2744,0.1787,0.0,1,105.82,73.44,0.2067,8.562,16,2169.83,1815.0,0
mp-905928,S3Ir,2,cubic,213,Nitride,-0.0702,0.0301,2.016,0,285.41,99.79,0.3426,5.112,2,165.48,1671.0,1
mp-997999,Sc2Ru4,2,orthorhombic,30,Phosphide,-0.4291,0.0731,0.173,0,2.0,0.98,0.2915,5.501,8,717.73,1629.0,0
mp-94279,Ag3W,2,hexagonal,180,Metal,-0.3666,0.0556,0.0,1,165.07,103.01,0.251,4.74,6,343.87,694.0,0
mp-375120,Cl4CuNb4,3,hexagonal,187,Oxide,-4.0759,0.0058,6.018,0,116.79,47.15,0.3041,2.772,12,376.43,2120.0,1
mp-169621,Os3YGe2,3,cubic,206,Carbide,-1.4116,0.0704,0.949,0,355.38,217.77,0.2503,4.807,6,234.62,2109.0,0
mp-59336,He2Cr,2,monoclinic,6,Ceramic,-4.4173,0.0339,5.091,0,165.24,110.74,0.2254,7.183,12,676.47,2588.0,1
mp-473149,Al4AgV2,3,monoclinic,4,Semiconductor,0.4015,0.0798,0.481,0,67.57,23.9,0.3366,4.358,2,114.43,1362.0,0
mp-991130,Hf3Mn3,2,hexagonal,178,Sulfide,-0.809,0.0628,0.143,0,75.0,50.21,0.2139,1.876,2,43.25,945.0,0
mp-827066,CdIn3Zn4,3,tetragonal,128,Sulfide,0.344,0.2394,0.44,0,37.85,24.2,0.2374,1.563,4,96.28,431.0,0
mp-599382,As3WLi2,3,monoclinic,3,Ceramic,-4.9011,0.0511,9.036,0,242.94,173.71,0.2243,3.149,2,82.42,2556.0,0
mp-617045,MgCa2,2,orthorhombic,71,Chalcogenide,-0.138,0.0822,4.909,0,34.29,14.96,0.3099,9.076,12,1257.1,1591.0,0
mp-903010,CLi4AlCa4,4,hexagonal,193,Metal,-1.2129,0.214,0.0,1,247.09,163.62,0.2063,11.307,4,409.97,1463.0,0
mp-293922,Ir3,1,orthorhombic,26,Alloy,0.0,0.0561,0.0,1,127.06,49.82,0.3264,7.977,12,1078.92,1627.0,0
mp-279695,Mg4Ce2Sr,3,cubic,216,Sulfide,-2.1271,0.0161,0.25,0,117.3,48.78,0.3101,6.879,8,666.4,1441.0,1
mp-512076,Ru4,1,cubic,202,Intermetallic,0.0,0.0492,0.0,1,131.34,64.98,0.2808,8.26,6,682.02,1044.0,1
mp-396308,Mg4NeO4,3,hexagonal,184,Oxide,-3.3811,0.022,3.187,0,128.26,73.9,0.2577,5.051,6,271.07,3077.0,1
mp-320500,N4,1,triclinic,1,Halide,-4.0141,0.037,10.996,0,99.15,57.16,0.2597,4.973,4,213.75,855.0,1
mp-223635,Ar3Cr3Ir2N3,4,hexagonal,189,Intermetallic,-1.0817,0.0374,0.0,1,177.13,89.57,0.278,4.736,2,132.22,200.0,1
mp-15658,Zn3Ir2FeH4,4,tetragonal,111,Oxide,-3.2231,0.0075,2.795,0,189.23,76.72,0.3284,3.816,6,334.31,2365.0,1
mp-749384,Be2Te4,2,cubic,227,Semiconductor,0.54,0.0703,0.822,0,73.16,30.59,0.3131,4.578,6,501.21,1117.0,0
mp-222064,OsMn3Te2,3,hexagonal,193,Intermetallic,-1.4433,0.0984,0.0,1,163.5,97.67,0.2466,14.609,12,2601.8,1491.0,0
mp-752227,KSe4,2,cubic,216,Semiconductor,-0.492,0.0019,1.806,0,105.13,84.22,0.1733,4.633,6,380.98,1601.0,1
mp-50027,Mg4Mn3,2,hexagonal,179,Semiconductor,-0.6459,0.0414,1.211,0,94.75,25.75,0.3835,2.131,32,935.43,1667.0,1
mp-741511,Sn4PdCaCl4,4,orthorhombic,58,Metal,-1.0803,0.0806,0.0,1,105.02,67.34,0.2281,8.355,8,1285.65,1003.0,0
mp-401052,Be2Mn,2,monoclinic,3,Halide,-3.9108,0.0021,6.451,0,132.67,44.89,0.3479,4.21,16,917.42,1556.0,1
mp-175605,CuIn,2,hexagonal,194,Metal,-2.1487,0.0893,0.0,1,120.66,48.72,0.3151,9.889,6,646.71,1350.0,0
mp-757618,Sr4Co4,2,hexagonal,193,Oxide,-4.396,0.005,4.302,0,202.04,127.25,0.2495,5.547,8,551.98,2176.0,1
mp-902923,V2Ce3SiRh2,4,tetragonal,130,Oxide,-3.918,0.0122,3.529,0,179.74,148.64,0.1771,4.738,6,273.35,2345.0,1
mp-497831,O2,1,cubic,216,Phosphide,-2.4248,0.0045,1.903,0,117.91,43.38,0.3233,3.755,4,211.61,200.0,1
mp-387434,GaN3Ce4,3,orthorhombic,73,Carbide,-1.1363,0.1337,1.029,0,157.4,109.66,0.2299,2.909,4,178.34,2347.0,0
mp-865189,Zn2,1,orthorhombic,41,Sulfide,0.0134,0.089,0.406,0,102.07,35.71,0.3392,2.602,12,389.49,1019.0,0
mp-304240,K4Ca2,2,monoclinic,7,Intermetallic,-0.7692,0.0013,0.0,1,34.31,19.72,0.2703,5.807,4,292.08,1771.0,1
mp-29984,Fe2N2Ta3,3,cubic,212,Metal,-1.2788,0.0373,0.0,1,270.98,182.73,0.2056,8.627,4,380.2,2218.0,1
mp-911918,B,1,triclinic,1,Metal,0.0,0.1069,0.0,1,102.32,49.97,0.2959,8.271,4,527.5,2418.0,0
mp-321335,Ni3O3,2,cubic,220,Chalcogenide,-1.6151,0.0442,0.366,0,69.92,26.63,0.3288,4.611,24,1163.6,1555.0,1
mp-616533,Ti4Pd4,2,hexagonal,179,Metal,-2.2022,0.0572,0.0,1,156.13,98.25,0.2463,6.747,12,934.43,1852.0,0
mp-834288,Ga2Zn2,2,tetragonal,75,Ceramic,-1.8336,0.1306,1.996,0,201.34,125.12,0.219,5.974,12,773.79,2039.0,0
mp-897074,Rh2Nb3,2,cubic,220,Oxide,-1.5768,0.2989,4.051,0,315.42,188.52,0.2449,6.411,16,1643.67,2737.0,0
mp-387573,Mn,1,tetragonal,112,Ceramic,-3.0171,0.0061,6.488,0,45.78,19.36,0.2943,6.281,2,253.91,1949.0,1
mp-142181,TeFe3Si,3,cubic,220,Oxide,-3.6034,0.0017,7.465,0,148.98,50.57,0.3594,3.997,4,152.59,2724.0,1
mp-482613,ClS3V2,3,hexagonal,191,Oxide,-2.9774,0.0029,8.744,0,190.03,89.46,0.2847,6.296,16,1378.48,1874.0,1
mp-509279,Cr3Ge,2,cubic,196,Sulfide,0.1125,0.1994,0.886,0,124.68,78.62,0.2285,4.397,16,980.91,1141.0,0
mp-864030,Mo4Ar2N4,3,hexagonal,174,Metal,-1.3924,0.0786,0.0,1,132.92,58.97,0.2898,7.845,4,566.67,1788.0,0
mp-969194,Ta3Pd2Sr4,3,cubic,213,Metal,-0.7809,0.0427,0.0,1,129.4,117.1,0.1543,6.376,12,961.06,1454.0,1
mp-584818,Ga4Ni2Cd2Fe4,4,cubic,228,Carbide,-0.7211,0.0243,2.212,0,305.36,81.91,0.3807,5.291,12,267.11,1631.0,1
mp-137214,Nb4,1,orthorhombic,44,Metal,0.0,0.0554,0.0,1,171.02,90.63,0.2756,7.324,6,500.42,1935.0,0
mp-94202,Se2K2,2,cubic,209,Metal,-1.1384,0.0272,0.0,1,204.59,87.38,0.3161,5.625,12,519.97,1935.0,1
mp-496701,ZrS2,2,triclinic,1,Sulfide,0.6531,0.2118,1.53,0,120.5,56.02,0.2993,5.711,12,599.86,771.0,0
mp-249783,La3W,2,monoclinic,8,Nitride,-1.6002,0.0798,0.416,0,257.39,132.17,0.2768,2.905,12,514.96,1000.0,0
mp-522179,Pd2,1,trigonal,148,Oxide,-1.908,0.0295,1.59,0,138.44,39.29,0.3763,4.312,6,446.24,2506.0,1
mp-167376,In4,1,tetragonal,106,Chalcogenide,-0.5461,0.1469,1.329,0,37.71,12.94,0.3548,5.793,4,396.12,1277.0,0
mp-603813,F4S4Pd,3,hexagonal,173,Phosphide,-0.6295,0.0417,1.262,0,86.99,43.88,0.2811,5.483,8,710.76,1846.0,1
mp-996296,Au4Hf3CaCu4,4,hexagonal,186,Ceramic,-1.6688,0.0373,4.122,0,118.7,74.04,0.249,4.73,6,274.16,2889.0,1
mp-541749,Se4Ta3,2,tetragonal,125,Semiconductor,-0.7752,0.0394,0.906,0,88.9,39.21,0.3187,2.268,8,149.0,892.0,1
mp-286629,Na4Fe3Ba2,3,orthorhombic,28,Halide,-3.7877,0.0036,6.943,0,122.94,43.42,0.3421,3.723,24,910.87,1149.0,1
mp-969195,W3Cr4,2,cubic,226,Perovskite,-1.1632,0.0723,1.087,0,124.67,59.34,0.2953,2.811,4,164.02,491.0,0
mp-738526,S2TeGa2K2,4,tetragonal,108,Metal,-0.216,0.0679,0.0,1,134.85,58.43,0.3181,7.836,32,3040.92,678.0,0
mp-301622,HfPb3,2,tetragonal,99,Boride,-1.4675,0.0143,0.266,0,249.71,158.58,0.2351,8.236,8,470.11,659.0,1
mp-945043,Te4In2Mo2Na2,4,monoclinic,13,Ceramic,-3.5785,0.0138,5.381,0,222.56,88.13,0.3319,5.871,24,1826.83,3578.0,1
mp-488342,Se3Pd3CeFe4,4,hexagonal,184,Ceramic,-4.3454,0.002,5.089,0,185.34,100.67,0.2732,2.712,2,48.64,1996.0,1
mp-122833,Ru,1,monoclinic,4,Oxide,-2.1522,0.0033,3.97,0,142.36,87.62,0.2487,2.787,6,167.07,2114.0,1
mp-825488,Ge3Fe2K4,3,cubic,206,Sulfide,-1.0443,0.1205,1.231,0,82.8,43.59,0.2743,0.5,4,28.63,1300.0,0
mp-506698,Ga2Nb,2,tetragonal,133,Intermetallic,-1.8755,0.055,0.0,1,184.95,46.3,0.3913,5.36,2,183.0,1669.0,0
mp-152192,La3SHe4,3,tetragonal,130,Metal,0.1557,0.0632,0.0,1,52.16,31.08,0.2463,7.229,12,669.77,2141.0,0
mp-820669,Ta4Fe,2,cubic,213,Perovskite,-4.513,0.0127,3.774,0,84.88,30.12,0.3445,4.451,32,1866.09,2064.0,1
mp-271304,Sc2Cu4,2,cubic,209,Intermetallic,-1.0396,0.0991,0.0,1,90.68,32.22,0.3195,4.803,6,419.87,1030.0,0
mp-512254,H3F3,2,hexagonal,184,Ceramic,-1.7493,0.0306,7.747,0,84.6,29.02,0.3462,4.407,24,1010.48,1967.0,1
mp-927288,OsNi,2,tetragonal,96,Chalcogenide,-1.5636,0.0444,1.95,0,72.74,51.38,0.2193,4.694,2,129.68,1418.0,1
mp-652633,Ce3Ir2,2,hexagonal,177,Sulfide,-1.0832,0.2295,1.146,0,96.41,27.34,0.3693,4.397,16,445.34,200.0,0
mp-805375,BN3,2,hexagonal,183,Intermetallic,-0.2588,0.0188,0.0,1,138.91,71.71,0.2769,1.178,4,65.28,1103.0,1
mp-818218,Ag,1,cubic,218,Oxide,-3.032,0.0157,8.992,0,168.53,131.07,0.1963,5.203,8,468.06,2075.0,1
mp-137020,Al3CoBi4,3,orthorhombic,53,Chalcogenide,-2.3155,0.024,1.861,0,114.43,68.27,0.2435,3.005,8,266.44,721.0,1
mp-207543,Ar4Te3,2,hexagonal,194,Oxide,-5.0691,0.0135,7.065,0,210.39,79.93,0.3346,3.422,12,479.88,2842.0,1
mp-917587,Y2Cd4W2,3,tetragonal,93,Oxide,-2.3598,0.0068,7.17,0,170.39,52.11,0.3672,3.536,32,1694.78,1975.0,1
mp-30213,Sb2,1,hexagonal,171,Semiconductor,0.1327,0.0619,2.408,0,92.14,60.8,0.2268,3.893,12,583.92,813.0,0
mp-228998,BiCo,2,cubic,207,Phosphide,-1.4343,0.1314,5.041,0,71.67,33.46,0.312,1.36,12,161.03,1108.0,0
mp-173311,V3ClRuTi3,4,cubic,219,Sulfide,-1.1023,0.0288,0.186,0,83.76,65.51,0.191,0.5,4,26.0,1142.0,1
mp-341852,Ir4He4MnBr,4,tetragonal,92,Metal,-1.3306,0.0368,0.0,1,156.05,96.11,0.2447,7.191,8,865.43,2073.0,1
mp-672767,Ce4B2,2,cubic,222,Ceramic,-2.5926,0.0333,5.426,0,198.37,50.41,0.3895,3.732,6,313.83,2104.0,1
mp-211902,CaP,2,tetragonal,80,Semiconductor,-0.5335,0.0034,2.67,0,20.03,9.89,0.2929,5.11,4,214.16,783.0,1
mp-609834,Ce2Ba4,2,hexagonal,186,Phosphide,-0.5938,0.0288,0.423,0,125.63,65.94,0.277,6.343,6,167.4,1172.0,1
mp-974214,Rh,1,cubic,228,Oxide,-2.9703,0.0088,3.363,0,226.68,168.38,0.209,5.975,12,769.73,3456.0,1
mp-951471,In3Au,2,orthorhombic,27,Halide,-1.9101,0.164,0.615,0,86.76,30.17,0.3419,1.607,8,185.21,1899.0,0
mp-634991,Zn2Pd3,2,cubic,224,Semiconductor,-0.4388,0.2279,1.87,0,61.97,33.49,0.2556,5.477,16,945.59,1186.0,0
mp-936228,Be4B3Ti,3,tetragonal,104,Metal,0.0075,0.3249,0.0,1,105.77,71.88,0.2353,4.114,12,739.18,1087.0,0
mp-325397,Au4P3,2,hexagonal,194,Ceramic,-2.3128,0.0088,3.536,0,159.17,69.93,0.3114,8.155,8,1320.3,2824.0,1
mp-817416,Pd4Ga2S,3,hexagonal,177,Intermetallic,0.0622,0.0597,0.0,1,142.36,106.01,0.199,7.006,12,1089.57,853.0,0
mp-671049,As2Rh4O2Ce3,4,cubic,197,Oxide,-2.9393,0.0172,8.935,0,28.6,14.81,0.2799,3.529,4,180.35,3227.0,1
mp-335148,Si2Nb,2,orthorhombic,47,Chalcogenide,-0.7888,0.004,0.739,0,98.79,79.52,0.1996,4.643,12,678.06,1768.0,1
mp-782333,In3Au2,2,tetragonal,91,Sulfide,-0.9309,0.0546,3.147,0,33.41,22.37,0.2407,3.639,12,685.99,2407.0,0
mp-658811,Os3,1,cubic,205,Oxide,-3.1297,0.0043,7.17,0,186.14,92.62,0.2689,0.5,12,55.49,1349.0,1
mp-937689,Ar4In2,2,orthorhombic,26,Halide,-4.146,0.0079,7.274,0,52.49,15.28,0.3613,7.494,16,2002.99,1552.0,1
mp-568444,Fe2Ga,2,trigonal,153,Intermetallic,-1.0457,0.0749,0.0,1,68.25,41.26,0.2533,19.512,16,2944.17,1205.0,0
mp-343575,IrAu3,2,hexagonal,173,Chalcogenide,-0.9033,0.0057,2.097,0,80.89,22.3,0.3787,5.45,8,687.47,403.0,1
mp-610983,Cl3H2Zr,3,cubic,225,Oxide,-2.6642,0.0308,4.68,0,194.65,126.58,0.2479,5.923,6,420.32,2537.0,1
mp-62651,Sn3Ta4Fe3,3,trigonal,155,Semiconductor,-0.8215,0.0365,2.861,0,46.87,26.1,0.2595,5.91,4,381.55,1360.0,1
mp-783875,Hf2Cd3,2,cubic,216,Chalcogenide,-2.1838,0.0115,1.209,0,112.67,47.18,0.3157,3.865,4,139.82,1219.0,1
mp-116250,RuB4Pd,3,hexagonal,172,Sulfide,-1.2152,0.0771,0.798,0,81.56,60.41,0.2191,3.92,12,177.34,1369.0,0
mp-855389,Sr2H,2,orthorhombic,56,Metal,-2.4789,0.0171,0.0,1,94.28,76.64,0.1899,12.334,2,423.36,2253.0,1
mp-878504,Ca3,1,cubic,195,Oxide,-5.9153,0.0178,7.937,0,232.41,108.69,0.3056,4.964,12,1284.72,2270.0,1
mp-727519,KCu2Ba4,3,monoclinic,4,Metal,-0.3611,0.1423,0.0,1,48.29,38.19,0.1918,9.131,12,1608.48,1448.0,0
mp-233703,Ta3Ag4,2,tetragonal,79,Metal,-0.7356,0.1988,0.0,1,171.44,80.82,0.309,4.429,12,746.83,2234.0,0
mp-145538,Pt2Ag4C2Os3,4,hexagonal,188,Semiconductor,-1.0842,0.0732,2.316,0,147.98,96.53,0.2294,3.868,2,145.57,1079.0,0
mp-769553,Ce3YNi4Ta3,4,orthorhombic,36,Sulfide,0.2754,0.1302,1.979,0,97.91,31.62,0.3632,7.389,2,203.62,1271.0,0
mp-193855,Sc2Ne4FeF4,4,monoclinic,3,Metal,-1.4327,0.1274,0.0,1,159.31,77.25,0.3,4.48,8,504.04,2407.0,0
mp-71037,W2H,2,cubic,210,Ceramic,-3.5533,0.0379,2.529,0,256.38,173.02,0.218,5.576,8,554.83,1525.0,1
mp-416885,Ag2C4,2,trigonal,147,Oxide,-4.3471,0.011,3.273,0,123.68,70.31,0.2637,4.313,12,766.94,2562.0,1
mp-465879,BTi4,2,orthorhombic,41,Metal,-1.0493,0.0078,0.0,1,241.2,154.92,0.2153,5.714,16,874.36,1194.0,1
mp-337425,F2Co3,2,tetragonal,119,Oxide,-2.9383,0.0074,7.623,0,106.99,23.88,0.3832,0.5,12,60.03,2892.0,1
mp-941511,Sc2Ne2Se3,3,cubic,199,Ceramic,-3.208,0.0229,5.277,0,201.47,119.43,0.2602,4.314,12,703.4,1742.0,1
mp-835062,Pt4F,2,cubic,197,Metal,-0.8487,0.0726,0.0,1,149.23,103.95,0.2301,11.833,16,3265.77,2696.0,0
mp-239824,PtB4F3,3,monoclinic,5,Sulfide,-2.2531,0.0374,0.114,0,96.47,55.23,0.271,3.03,4,181.42,1607.0,1
mp-488119,PtY2,2,cubic,196,Semiconductor,-0.502,0.0377,0.557,0,119.36,94.42,0.1834,5.559,8,659.36,1851.0,1
mp-643696,Hf2,1,hexagonal,189,Alloy,0.0,0.0285,0.0,1,105.08,28.72,0.3731,6.736,6,577.86,471.0,1
mp-250645,YLi4,2,monoclinic,14,Perovskite,-2.8936,0.0379,1.103,0,67.84,41.79,0.2473,5.924,2,164.58,1835.0,1
mp-324315,Au3Ba3Re2,3,tetragonal,141,Alloy,-0.6382,0.0114,0.0,1,171.01,105.2,0.2478,8.668,6,511.36,1513.0,1
mp-25698,Na3Re4,2,hexagonal,170,Metal,-0.3103,0.0319,0.0,1,138.89,88.05,0.2589,2.399,8,176.52,1809.0,1
mp-214258,Si4Ca2Sb,3,orthorhombic,64,Semiconductor,-0.907,0.0092,2.217,0,122.24,59.57,0.2979,4.025,4,198.48,1097.0,1
mp-257366,MoNi3W3,3,hexagonal,170,Ceramic,-3.2848,0.0483,9.694,0,178.67,97.48,0.2723,5.657,4,319.71,2131.0,1
mp-776781,Pb4N,2,hexagonal,172,Carbide,-1.4757,0.0712,1.762,0,190.81,109.34,0.253,2.937,6,226.45,2099.0,0
mp-880202,Sc3Ir3Cu4La4,4,cubic,221,Intermetallic,-1.5348,0.0522,0.0,1,71.92,37.93,0.2578,5.832,6,569.41,2127.0,0
mp-524158,Ba2Se,2,cubic,215,Intermetallic,-0.5281,0.0355,0.0,1,121.57,76.34,0.2241,9.432,4,396.84,1596.0,1
mp-221526,BRe2,2,hexagonal,184,Oxide,-2.9553,0.0014,3.25,0,150.03,69.87,0.2962,4.171,8,322.11,2801.0,1
